precinct_key,district_num,district_code,area_weight,block_count,total_blocks,countyfp,vtdst20
Dodge - 000020,24,24,1.0000000000,51,51,039,000020
Dodge - 000025,24,24,1.0000000000,61,61,039,000025
Dodge - 000030,24,24,1.0000000000,68,68,039,000030
Dodge - 000032,24,24,1.0000000000,32,32,039,000032
Dodge - 000035,24,24,1.0000000000,36,36,039,000035
Dodge - 000040,24,24,1.0000000000,63,63,039,000040
Dodge - 000045,24,24,1.0000000000,38,38,039,000045
Dodge - 000050,24,24,1.0000000000,8,8,039,000050
Dodge - 000051,24,24,1.0000000000,114,114,039,000051
Dodge - 000052,24,24,1.0000000000,37,37,039,000052
Dodge - 000055,24,24,1.0000000000,46,46,039,000055
Dodge - 000060,24,24,1.0000000000,91,91,039,000060
Dodge - 000065,24,24,1.0000000000,92,92,039,000065
Dodge - 000070,24,24,1.0000000000,35,35,039,000070
Dodge - 000075,24,24,1.0000000000,58,58,039,000075
Dodge - 000080,24,24,1.0000000000,84,84,039,000080
Dodge - 000085,24,24,1.0000000000,64,64,039,000085
Dodge - 000090,24,24,1.0000000000,70,70,039,000090
Douglas - 000005,12,12,1.0000000000,14,14,041,000005
Douglas - 000007,12,12,1.0000000000,58,58,041,000007
Douglas - 000010,12,12,1.0000000000,52,52,041,000010
Douglas - 000015,12,12,1.0000000000,87,87,041,000015
Douglas - 000020,12,12,1.0000000000,99,99,041,000020
Douglas - 000025,12,12,1.0000000000,20,20,041,000025
Douglas - 000027,12,12,1.0000000000,89,89,041,000027
Douglas - 000030,12,12,1.0000000000,75,75,041,000030
Douglas - 000035,12,12,1.0000000000,45,45,041,000035
Douglas - 000040,9,9,1.0000000000,31,31,041,000040
Douglas - 000045,9,9,1.0000000000,61,61,041,000045
Douglas - 000050,12,12,1.0000000000,28,28,041,000050
Douglas - 000055,12,12,1.0000000000,88,88,041,000055
Douglas - 000060,9,9,1.0000000000,32,32,041,000060
Douglas - 000065,9,9,1.0000000000,53,53,041,000065
Douglas - 000070,12,12,1.0000000000,12,12,041,000070
Douglas - 000075,9,9,1.0000000000,19,19,041,000075
Douglas - 000080,9,9,0.9830508475,58,59,041,000080
Douglas - 000080,12,12,0.0169491525,1,59,041,000080
Douglas - 000085,12,12,1.0000000000,82,82,041,000085
Douglas - 000090,9,9,0.9384615385,61,65,041,000090
Douglas - 000090,12,12,0.0615384615,4,65,041,000090
Douglas - 000095,9,9,1.0000000000,15,15,041,000095
Douglas - 000100,12,12,1.0000000000,164,164,041,000100
Douglas - 000105,12,12,1.0000000000,52,52,041,000105
Douglas - 000110,9,9,1.0000000000,48,48,041,000110
Douglas - 000115,9,9,1.0000000000,33,33,041,000115
Douglas - 000120,9,9,1.0000000000,8,8,041,000120
Douglas - 000125,9,9,1.0000000000,43,43,041,000125
Douglas - 000130,9,9,1.0000000000,21,21,041,000130
Douglas - 000135,9,9,1.0000000000,57,57,041,000135
Douglas - 000140,9,9,1.0000000000,94,94,041,000140
Douglas - 000145,12,12,1.0000000000,17,17,041,000145
Douglas - 000150,12,12,1.0000000000,37,37,041,000150
Douglas - 000155,12,12,1.0000000000,53,53,041,000155
Douglas - 000160,12,12,1.0000000000,53,53,041,000160
Douglas - 000165,9,9,1.0000000000,54,54,041,000165
Douglas - 000170,12,12,1.0000000000,45,45,041,000170
Douglas - 000175,9,9,1.0000000000,65,65,041,000175
Faribault - 000005,23,23,1.0000000000,51,51,043,000005
Faribault - 000010,22,22,1.0000000000,102,102,043,000010
Faribault - 000015,22,22,1.0000000000,48,48,043,000015
Faribault - 000020,22,22,1.0000000000,103,103,043,000020
Faribault - 000025,22,22,1.0000000000,108,108,043,000025
Faribault - 000030,23,23,1.0000000000,31,31,043,000030
Faribault - 000035,23,23,1.0000000000,61,61,043,000035
Faribault - 000040,23,23,1.0000000000,71,71,043,000040
Faribault - 000045,22,22,1.0000000000,20,20,043,000045
Faribault - 000050,22,22,1.0000000000,46,46,043,000050
Faribault - 000055,23,23,1.0000000000,56,56,043,000055
Faribault - 000060,23,23,1.0000000000,25,25,043,000060
Faribault - 000065,23,23,1.0000000000,45,45,043,000065
Faribault - 000070,23,23,1.0000000000,56,56,043,000070
Faribault - 000075,23,23,1.0000000000,63,63,043,000075
Faribault - 000080,23,23,1.0000000000,67,67,043,000080
Faribault - 000085,23,23,1.0000000000,25,25,043,000085
Faribault - 000090,22,22,1.0000000000,78,78,043,000090
Faribault - 000095,23,23,1.0000000000,40,40,043,000095
Faribault - 000100,23,23,1.0000000000,50,50,043,000100
Faribault - 000105,23,23,1.0000000000,53,53,043,000105
Faribault - 000110,23,23,1.0000000000,43,43,043,000110
Faribault - 000115,23,23,1.0000000000,63,63,043,000115
Faribault - 000120,22,22,1.0000000000,59,59,043,000120
Faribault - 000125,22,22,1.0000000000,35,35,043,000125
Faribault - 000130,23,23,1.0000000000,63,63,043,000130
Faribault - 000135,23,23,1.0000000000,72,72,043,000135
Faribault - 000140,22,22,1.0000000000,80,80,043,000140
Faribault - 000145,23,23,1.0000000000,48,48,043,000145
Faribault - 000150,23,23,1.0000000000,11,11,043,000150
Faribault - 000155,23,23,1.0000000000,146,146,043,000155
Faribault - 000160,22,22,1.0000000000,106,106,043,000160
Faribault - 000165,22,22,1.0000000000,38,38,043,000165
Fillmore - 000005,26,26,1.0000000000,65,65,045,000005
Fillmore - 000010,26,26,1.0000000000,41,41,045,000010
Fillmore - 000015,26,26,1.0000000000,47,47,045,000015
Fillmore - 000020,26,26,1.0000000000,45,45,045,000020
Fillmore - 000025,26,26,1.0000000000,41,41,045,000025
Fillmore - 000030,26,26,1.0000000000,19,19,045,000030
Fillmore - 000035,26,26,1.0000000000,46,46,045,000035
Fillmore - 000040,26,26,1.0000000000,37,37,045,000040
Fillmore - 000045,26,26,1.0000000000,66,66,045,000045
Fillmore - 000050,26,26,1.0000000000,77,77,045,000050
Fillmore - 000055,26,26,1.0000000000,60,60,045,000055
Fillmore - 000060,26,26,1.0000000000,47,47,045,000060
Fillmore - 000065,26,26,1.0000000000,43,43,045,000065
Fillmore - 000070,26,26,1.0000000000,17,17,045,000070
Fillmore - 000075,26,26,1.0000000000,47,47,045,000075
Fillmore - 000080,26,26,1.0000000000,74,74,045,000080
Fillmore - 000085,26,26,1.0000000000,36,36,045,000085
Fillmore - 000090,26,26,1.0000000000,52,52,045,000090
Fillmore - 000095,26,26,1.0000000000,44,44,045,000095
Fillmore - 000100,26,26,1.0000000000,66,66,045,000100
Fillmore - 000105,26,26,1.0000000000,56,56,045,000105
Fillmore - 000110,26,26,1.0000000000,40,40,045,000110
Fillmore - 000115,26,26,1.0000000000,38,38,045,000115
Fillmore - 000120,26,26,1.0000000000,17,17,045,000120
Fillmore - 000125,26,26,1.0000000000,21,21,045,000125
Fillmore - 000130,26,26,1.0000000000,57,57,045,000130
Fillmore - 000135,26,26,1.0000000000,36,36,045,000135
Fillmore - 000140,26,26,1.0000000000,84,84,045,000140
Fillmore - 000150,26,26,1.0000000000,32,32,045,000150
Fillmore - 000155,26,26,1.0000000000,67,67,045,000155
Fillmore - 000160,26,26,1.0000000000,63,63,045,000160
Fillmore - 000165,26,26,1.0000000000,115,115,045,000165
Fillmore - 000175,26,26,1.0000000000,49,49,045,000175
Fillmore - 000180,26,26,1.0000000000,73,73,045,000180
Fillmore - 000185,26,26,1.0000000000,19,19,045,000185
Fillmore - 000190,26,26,1.0000000000,24,24,045,000190
Fillmore - 000195,26,26,1.0000000000,39,39,045,000195
Freeborn - 000005,23,23,1.0000000000,87,87,047,000005
Freeborn - 000010,23,23,1.0000000000,4,4,047,000010
Freeborn - 000015,23,23,1.0000000000,79,79,047,000015
Freeborn - 000025,23,23,1.0000000000,80,80,047,000025
Freeborn - 000035,23,23,1.0000000000,98,98,047,000035
Freeborn - 000045,23,23,1.0000000000,180,180,047,000045
Freeborn - 000050,23,23,1.0000000000,94,94,047,000050
Freeborn - 000060,23,23,1.0000000000,92,92,047,000060
Freeborn - 000061,23,23,1.0000000000,2,2,047,000061
Freeborn - 000065,23,23,1.0000000000,29,29,047,000065
Freeborn - 000070,23,23,1.0000000000,63,63,047,000070
Freeborn - 000075,23,23,1.0000000000,94,94,047,000075
Freeborn - 000080,23,23,1.0000000000,86,86,047,000080
Freeborn - 000085,23,23,1.0000000000,57,57,047,000085
Freeborn - 000090,23,23,1.0000000000,23,23,047,000090
Freeborn - 000095,23,23,1.0000000000,14,14,047,000095
Freeborn - 000100,23,23,1.0000000000,21,21,047,000100
Freeborn - 000105,23,23,1.0000000000,20,20,047,000105
Freeborn - 000110,23,23,1.0000000000,49,49,047,000110
Freeborn - 000115,23,23,1.0000000000,71,71,047,000115
Freeborn - 000120,23,23,1.0000000000,17,17,047,000120
Freeborn - 000125,23,23,1.0000000000,63,63,047,000125
Freeborn - 000130,23,23,1.0000000000,59,59,047,000130
Freeborn - 000135,23,23,1.0000000000,27,27,047,000135
Freeborn - 000140,23,23,1.0000000000,73,73,047,000140
Freeborn - 000145,23,23,1.0000000000,13,13,047,000145
Freeborn - 000150,23,23,1.0000000000,103,103,047,000150
Freeborn - 000155,23,23,1.0000000000,20,20,047,000155
Freeborn - 000160,23,23,1.0000000000,82,82,047,000160
Freeborn - 000165,23,23,1.0000000000,9,9,047,000165
Freeborn - 000170,23,23,1.0000000000,98,98,047,000170
Freeborn - 000175,23,23,1.0000000000,63,63,047,000175
Freeborn - 000180,23,23,1.0000000000,73,73,047,000180
Freeborn - 000185,23,23,1.0000000000,4,4,047,000185
Freeborn - 000190,23,23,1.0000000000,48,48,047,000190
Freeborn - 000195,23,23,1.0000000000,64,64,047,000195
Freeborn - 000200,23,23,1.0000000000,73,73,047,000200
Freeborn - 000205,23,23,1.0000000000,64,64,047,000205
Freeborn - 000210,23,23,1.0000000000,48,48,047,000210
Freeborn - 000215,23,23,1.0000000000,95,95,047,000215
Freeborn - 000220,23,23,1.0000000000,15,15,047,000220
Goodhue - 000005,20,20,1.0000000000,8,8,049,000005
Goodhue - 000010,20,20,1.0000000000,59,59,049,000010
Goodhue - 000015,20,20,1.0000000000,28,28,049,000015
Goodhue - 000020,20,20,1.0000000000,87,87,049,000020
Goodhue - 000025,20,20,1.0000000000,86,86,049,000025
Goodhue - 000030,20,20,1.0000000000,48,48,049,000030
Goodhue - 000035,19,19,1.0000000000,58,58,049,000035
Goodhue - 000040,58,58,1.0000000000,12,12,049,000040
Goodhue - 000045,20,20,1.0000000000,67,67,049,000045
Goodhue - 000050,20,20,1.0000000000,132,132,049,000050
Goodhue - 000055,20,20,1.0000000000,28,28,049,000055
Goodhue - 000060,20,20,1.0000000000,49,49,049,000060
Goodhue - 000065,20,20,1.0000000000,39,39,049,000065
Goodhue - 000070,19,19,1.0000000000,50,50,049,000070
Goodhue - 000075,19,19,1.0000000000,62,62,049,000075
Goodhue - 000080,19,19,1.0000000000,49,49,049,000080
Goodhue - 000085,20,20,1.0000000000,42,42,049,000085
Goodhue - 000090,20,20,1.0000000000,61,61,049,000090
Goodhue - 000095,20,20,1.0000000000,56,56,049,000095
Goodhue - 000100,20,20,1.0000000000,78,78,049,000100
Goodhue - 000105,20,20,1.0000000000,66,66,049,000105
Goodhue - 000110,20,20,1.0000000000,105,105,049,000110
Goodhue - 000115,20,20,1.0000000000,155,155,049,000115
Goodhue - 000125,20,20,1.0000000000,55,55,049,000125
Goodhue - 000130,20,20,1.0000000000,19,19,049,000130
Goodhue - 000140,20,20,1.0000000000,28,28,049,000140
Goodhue - 000145,20,20,1.0000000000,10,10,049,000145
Goodhue - 000155,20,20,1.0000000000,71,71,049,000155
Goodhue - 000160,20,20,1.0000000000,33,33,049,000160
Goodhue - 000170,20,20,1.0000000000,62,62,049,000170
Goodhue - 000175,58,58,1.0000000000,55,55,049,000175
Goodhue - 000180,20,20,1.0000000000,93,93,049,000180
Goodhue - 000185,20,20,1.0000000000,37,37,049,000185
Goodhue - 000190,19,19,1.0000000000,34,34,049,000190
Goodhue - 000195,19,19,1.0000000000,47,47,049,000195
Goodhue - 000200,58,58,1.0000000000,51,51,049,000200
Goodhue - 000205,20,20,1.0000000000,109,109,049,000205
Goodhue - 000210,20,20,1.0000000000,44,44,049,000210
Goodhue - 000215,20,20,1.0000000000,69,69,049,000215
Goodhue - 000220,20,20,1.0000000000,47,47,049,000220
Grant - 000005,9,9,1.0000000000,18,18,051,000005
Grant - 000010,9,9,1.0000000000,26,26,051,000010
Grant - 000015,9,9,1.0000000000,34,34,051,000015
Grant - 000020,9,9,1.0000000000,77,77,051,000020
Grant - 000025,9,9,1.0000000000,26,26,051,000025
Grant - 000030,9,9,1.0000000000,54,54,051,000030
Grant - 000035,9,9,1.0000000000,57,57,051,000035
Grant - 000040,9,9,1.0000000000,55,55,051,000040
Grant - 000045,9,9,1.0000000000,47,47,051,000045
Grant - 000050,9,9,1.0000000000,35,35,051,000050
Grant - 000055,9,9,1.0000000000,36,36,051,000055
Grant - 000060,9,9,1.0000000000,41,41,051,000060
Grant - 000065,9,9,1.0000000000,36,36,051,000065
Grant - 000070,9,9,1.0000000000,43,43,051,000070
Grant - 000075,9,9,1.0000000000,22,22,051,000075
Grant - 000080,9,9,1.0000000000,21,21,051,000080
Grant - 000085,9,9,1.0000000000,52,52,051,000085
Grant - 000090,9,9,1.0000000000,66,66,051,000090
Grant - 000095,9,9,1.0000000000,44,44,051,000095
Grant - 000100,9,9,1.0000000000,41,41,051,000100
Grant - 000105,9,9,1.0000000000,50,50,051,000105
Grant - 000110,9,9,1.0000000000,40,40,051,000110
Grant - 000115,9,9,1.0000000000,17,17,051,000115
Hennepin - 000005,51,51,1.0000000000,34,34,053,000005
Hennepin - 000010,51,51,1.0000000000,36,36,053,000010
Hennepin - 000015,51,51,1.0000000000,21,21,053,000015
Hennepin - 000020,51,51,1.0000000000,38,38,053,000020
Hennepin - 000025,50,50,1.0000000000,22,22,053,000025
Hennepin - 000030,50,50,0.5121951220,21,41,053,000030
Hennepin - 000030,51,51,0.4878048780,20,41,053,000030
Hennepin - 000035,50,50,0.2222222222,6,27,053,000035
Hennepin - 000035,51,51,0.7777777778,21,27,053,000035
Hennepin - 000036,50,50,0.7777777778,28,36,053,000036
Hennepin - 000036,51,51,0.2222222222,8,36,053,000036
Hennepin - 000040,50,50,1.0000000000,37,37,053,000040
Hennepin - 000045,50,50,1.0000000000,46,46,053,000045
Hennepin - 000050,50,50,1.0000000000,22,22,053,000050
Hennepin - 000055,50,50,1.0000000000,20,20,053,000055
Hennepin - 000060,50,50,1.0000000000,36,36,053,000060
Hennepin - 000065,50,50,1.0000000000,36,36,053,000065
Hennepin - 000070,50,50,1.0000000000,40,40,053,000070
Hennepin - 000071,50,50,1.0000000000,25,25,053,000071
Hennepin - 000075,50,50,0.5909090909,52,88,053,000075
Hennepin - 000075,51,51,0.4090909091,36,88,053,000075
Hennepin - 000080,50,50,0.4259259259,23,54,053,000080
Hennepin - 000080,51,51,0.5740740741,31,54,053,000080
Hennepin - 000085,50,50,1.0000000000,42,42,053,000085
Hennepin - 000090,50,50,1.0000000000,38,38,053,000090
Hennepin - 000095,50,50,1.0000000000,42,42,053,000095
Hennepin - 000100,50,50,0.6808510638,32,47,053,000100
Hennepin - 000100,51,51,0.3191489362,15,47,053,000100
Hennepin - 000105,50,50,1.0000000000,24,24,053,000105
Hennepin - 000106,50,50,1.0000000000,25,25,053,000106
Hennepin - 000107,51,51,1.0000000000,53,53,053,000107
Hennepin - 000110,51,51,1.0000000000,71,71,053,000110
Hennepin - 000115,51,51,1.0000000000,65,65,053,000115
Hennepin - 000120,51,51,1.0000000000,53,53,053,000120
Hennepin - 000125,51,51,1.0000000000,83,83,053,000125
Hennepin - 000130,51,51,1.0000000000,57,57,053,000130
Hennepin - 000131,51,51,1.0000000000,29,29,053,000131
Hennepin - 000132,51,51,1.0000000000,31,31,053,000132
Hennepin - 000200,38,38,1.0000000000,85,85,053,000200
Hennepin - 000205,38,38,1.0000000000,91,91,053,000205
Hennepin - 000210,38,38,1.0000000000,69,69,053,000210
Hennepin - 000215,38,38,1.0000000000,86,86,053,000215
Hennepin - 000220,38,38,1.0000000000,81,81,053,000220
Hennepin - 000225,38,38,1.0000000000,63,63,053,000225
Hennepin - 000230,38,38,1.0000000000,31,31,053,000230
Hennepin - 000300,38,38,1.0000000000,30,30,053,000300
Hennepin - 000305,38,38,1.0000000000,28,28,053,000305
Hennepin - 000310,38,38,1.0000000000,25,25,053,000310
Hennepin - 000315,34,34,1.0000000000,32,32,053,000315
Hennepin - 000320,34,34,0.1315789474,5,38,053,000320
Hennepin - 000320,38,38,0.8684210526,33,38,053,000320
Hennepin - 000325,34,34,0.0869565217,4,46,053,000325
Hennepin - 000325,38,38,0.9130434783,42,46,053,000325
Hennepin - 000330,34,34,1.0000000000,59,59,053,000330
Hennepin - 000335,34,34,1.0000000000,52,52,053,000335
Hennepin - 000340,34,34,0.2580645161,8,31,053,000340
Hennepin - 000340,38,38,0.7419354839,23,31,053,000340
Hennepin - 000345,34,34,0.8750000000,28,32,053,000345
Hennepin - 000345,38,38,0.1250000000,4,32,053,000345
Hennepin - 000350,34,34,1.0000000000,42,42,053,000350
Hennepin - 000355,34,34,1.0000000000,20,20,053,000355
Hennepin - 000360,34,34,1.0000000000,33,33,053,000360
Hennepin - 000362,34,34,1.0000000000,20,20,053,000362
Hennepin - 000365,34,34,1.0000000000,18,18,053,000365
Hennepin - 000370,34,34,1.0000000000,48,48,053,000370
Hennepin - 000375,34,34,1.0000000000,40,40,053,000375
Hennepin - 000395,38,38,1.0000000000,69,69,053,000395
Hennepin - 000397,38,38,1.0000000000,69,69,053,000397
Hennepin - 000400,38,38,1.0000000000,38,38,053,000400
Hennepin - 000405,38,38,1.0000000000,55,55,053,000405
Hennepin - 000410,38,38,1.0000000000,64,64,053,000410
Hennepin - 000415,38,38,1.0000000000,26,26,053,000415
Hennepin - 000420,34,34,0.5172413793,15,29,053,000420
Hennepin - 000420,38,38,0.4827586207,14,29,053,000420
Hennepin - 000450,34,34,1.0000000000,103,103,053,000450
Hennepin - 000455,34,34,1.0000000000,63,63,053,000455
Hennepin - 000460,34,34,1.0000000000,68,68,053,000460
Hennepin - 000465,34,34,1.0000000000,57,57,053,000465
Hennepin - 000485,49,49,1.0000000000,9,9,053,000485
Hennepin - 000500,37,37,1.0000000000,36,36,053,000500
Hennepin - 000505,37,37,1.0000000000,28,28,053,000505
Hennepin - 000510,37,37,1.0000000000,42,42,053,000510
Hennepin - 000550,43,43,1.0000000000,50,50,053,000550
Hennepin - 000555,43,43,1.0000000000,15,15,053,000555
Hennepin - 000557,43,43,1.0000000000,18,18,053,000557
Hennepin - 000560,43,43,1.0000000000,57,57,053,000560
Hennepin - 000565,43,43,1.0000000000,34,34,053,000565
Hennepin - 000567,43,43,1.0000000000,16,16,053,000567
Hennepin - 000570,43,43,1.0000000000,50,50,053,000570
Hennepin - 000575,43,43,1.0000000000,65,65,053,000575
Hennepin - 000577,43,43,1.0000000000,21,21,053,000577
Hennepin - 000585,43,43,1.0000000000,64,64,053,000585
Hennepin - 000590,43,43,1.0000000000,49,49,053,000590
Hennepin - 000640,34,34,1.0000000000,38,38,053,000640
Hennepin - 000645,34,34,1.0000000000,24,24,053,000645
Hennepin - 000650,34,34,1.0000000000,47,47,053,000650
Hennepin - 000675,45,45,1.0000000000,41,41,053,000675
Hennepin - 000680,45,45,1.0000000000,47,47,053,000680
Hennepin - 000690,49,49,1.0000000000,35,35,053,000690
Hennepin - 000695,49,49,1.0000000000,43,43,053,000695
Hennepin - 000700,49,49,1.0000000000,24,24,053,000700
Hennepin - 000705,49,49,1.0000000000,28,28,053,000705
Hennepin - 000710,49,49,1.0000000000,35,35,053,000710
Hennepin - 000715,49,49,1.0000000000,22,22,053,000715
Hennepin - 000720,49,49,1.0000000000,39,39,053,000720
Hennepin - 000725,46,46,0.0147058824,1,68,053,000725
Hennepin - 000725,49,49,0.9705882353,66,68,053,000725
Hennepin - 000725,50,50,0.0147058824,1,68,053,000725
Hennepin - 000730,49,49,1.0000000000,39,39,053,000730
Hennepin - 000735,49,49,1.0000000000,42,42,053,000735
Hennepin - 000740,49,49,1.0000000000,46,46,053,000740
Hennepin - 000745,49,49,1.0000000000,44,44,053,000745
Hennepin - 000750,49,49,1.0000000000,40,40,053,000750
Hennepin - 000755,49,49,0.9622641509,51,53,053,000755
Hennepin - 000755,50,50,0.0377358491,2,53,053,000755
Hennepin - 000760,49,49,1.0000000000,19,19,053,000760
Hennepin - 000765,49,49,1.0000000000,27,27,053,000765
Hennepin - 000770,49,49,1.0000000000,28,28,053,000770
Hennepin - 000775,49,49,1.0000000000,59,59,053,000775
Hennepin - 000780,49,49,1.0000000000,26,26,053,000780
Hennepin - 000785,49,49,1.0000000000,41,41,053,000785
Hennepin - 000850,46,46,1.0000000000,39,39,053,000850
Hennepin - 000855,46,46,1.0000000000,40,40,053,000855
Hennepin - 000860,46,46,1.0000000000,37,37,053,000860
Hennepin - 000865,46,46,0.1282051282,10,78,053,000865
Hennepin - 000865,50,50,0.8717948718,68,78,053,000865
Hennepin - 000870,50,50,1.0000000000,35,35,053,000870
Hennepin - 000875,46,46,1.0000000000,54,54,053,000875
Hennepin - 000880,46,46,1.0000000000,42,42,053,000880
Hennepin - 000885,46,46,1.0000000000,36,36,053,000885
Hennepin - 000890,46,46,0.0175438596,1,57,053,000890
Hennepin - 000890,50,50,0.9824561404,56,57,053,000890
Hennepin - 000895,46,46,0.0384615385,2,52,053,000895
Hennepin - 000895,50,50,0.9615384615,50,52,053,000895
Hennepin - 000900,50,50,1.0000000000,31,31,053,000900
Hennepin - 000905,50,50,1.0000000000,54,54,053,000905
Hennepin - 000910,50,50,1.0000000000,16,16,053,000910
Hennepin - 000915,50,50,1.0000000000,12,12,053,000915
Hennepin - 000920,50,50,1.0000000000,56,56,053,000920
Hennepin - 000925,50,50,1.0000000000,23,23,053,000925
Hennepin - 000930,50,50,1.0000000000,57,57,053,000930
Hennepin - 000935,50,50,1.0000000000,53,53,053,000935
Hennepin - 000940,50,50,1.0000000000,22,22,053,000940
Hennepin - 000945,50,50,1.0000000000,36,36,053,000945
Hennepin - 000965,45,45,1.0000000000,56,56,053,000965
Hennepin - 000975,51,51,1.0000000000,128,128,053,000975
Hennepin - 000985,43,43,1.0000000000,55,55,053,000985
Hennepin - 000990,43,43,1.0000000000,90,90,053,000990
Hennepin - 001000,43,43,1.0000000000,58,58,053,001000
Hennepin - 001005,43,43,1.0000000000,54,54,053,001005
Hennepin - 001010,43,43,1.0000000000,47,47,053,001010
Hennepin - 001015,43,43,1.0000000000,68,68,053,001015
Hennepin - 001020,43,43,1.0000000000,59,59,053,001020
Hennepin - 001025,43,43,1.0000000000,80,80,053,001025
Hennepin - 001050,29,29,0.0136986301,1,73,053,001050
Hennepin - 001050,37,37,0.9863013699,72,73,053,001050
Hennepin - 001065,45,45,1.0000000000,17,17,053,001065
Hennepin - 001080,30,30,1.0000000000,11,11,053,001080
Hennepin - 001110,46,46,1.0000000000,30,30,053,001110
Hennepin - 001115,46,46,1.0000000000,71,71,053,001115
Hennepin - 001120,46,46,1.0000000000,24,24,053,001120
Hennepin - 001125,46,46,1.0000000000,35,35,053,001125
Hennepin - 001130,46,46,1.0000000000,52,52,053,001130
Hennepin - 001135,46,46,0.9574468085,45,47,053,001135
Hennepin - 001135,49,49,0.0425531915,2,47,053,001135
Hennepin - 001150,37,37,1.0000000000,107,107,053,001150
Hennepin - 001160,45,45,1.0000000000,43,43,053,001160
Hennepin - 001170,37,37,1.0000000000,15,15,053,001170
Hennepin - 001190,37,37,1.0000000000,33,33,053,001190
Hennepin - 001195,37,37,1.0000000000,32,32,053,001195
Hennepin - 001200,37,37,1.0000000000,76,76,053,001200
Hennepin - 001205,37,37,1.0000000000,71,71,053,001205
Hennepin - 001210,37,37,1.0000000000,33,33,053,001210
Hennepin - 001215,37,37,1.0000000000,18,18,053,001215
Hennepin - 001220,37,37,1.0000000000,23,23,053,001220
Hennepin - 001225,37,37,1.0000000000,21,21,053,001225
Hennepin - 001230,37,37,1.0000000000,37,37,053,001230
Hennepin - 001235,37,37,1.0000000000,39,39,053,001235
Hennepin - 001240,37,37,0.4000000000,16,40,053,001240
Hennepin - 001240,42,42,0.6000000000,24,40,053,001240
Hennepin - 001245,37,37,1.0000000000,46,46,053,001245
Hennepin - 001250,37,37,1.0000000000,30,30,053,001250
Hennepin - 001255,37,37,1.0000000000,25,25,053,001255
Hennepin - 001260,37,37,1.0000000000,33,33,053,001260
Hennepin - 001265,37,37,1.0000000000,39,39,053,001265
Hennepin - 001270,37,37,1.0000000000,44,44,053,001270
Hennepin - 001275,37,37,0.9615384615,25,26,053,001275
Hennepin - 001275,42,42,0.0384615385,1,26,053,001275
Hennepin - 001280,37,37,1.0000000000,18,18,053,001280
Hennepin - 001285,37,37,1.0000000000,47,47,053,001285
Hennepin - 001290,37,37,0.2500000000,11,44,053,001290
Hennepin - 001290,42,42,0.7500000000,33,44,053,001290
Hennepin - 001295,37,37,1.0000000000,20,20,053,001295
Hennepin - 001300,37,37,1.0000000000,30,30,053,001300
Hennepin - 001305,37,37,1.0000000000,32,32,053,001305
Hennepin - 001335,37,37,1.0000000000,39,39,053,001335
Hennepin - 001345,42,42,1.0000000000,5,5,053,001345
Hennepin - 001350,37,37,1.0000000000,76,76,053,001350
Hennepin - 001355,37,37,1.0000000000,83,83,053,001355
Hennepin - 001360,60,60,1.0000000000,40,40,053,001360
Hennepin - 001365,60,60,1.0000000000,77,77,053,001365
Hennepin - 001370,60,60,1.0000000000,73,73,053,001370
Hennepin - 001375,60,60,1.0000000000,50,50,053,001375
Hennepin - 001380,60,60,1.0000000000,68,68,053,001380
Hennepin - 001385,60,60,1.0000000000,55,55,053,001385
Hennepin - 001390,60,60,1.0000000000,79,79,053,001390
Hennepin - 001395,60,60,1.0000000000,31,31,053,001395
Hennepin - 001400,60,60,1.0000000000,86,86,053,001400
Hennepin - 001405,60,60,1.0000000000,46,46,053,001405
Hennepin - 001410,63,63,1.0000000000,40,40,053,001410
Hennepin - 001415,63,63,1.0000000000,56,56,053,001415
Hennepin - 001420,60,60,1.0000000000,43,43,053,001420
Hennepin - 001425,60,60,1.0000000000,36,36,053,001425
Hennepin - 001430,60,60,1.0000000000,49,49,053,001430
Hennepin - 001435,60,60,0.2121212121,7,33,053,001435
Hennepin - 001435,63,63,0.7878787879,26,33,053,001435
Hennepin - 001440,60,60,0.9642857143,27,28,053,001440
Hennepin - 001440,63,63,0.0357142857,1,28,053,001440
Hennepin - 001445,63,63,1.0000000000,72,72,053,001445
Hennepin - 001450,60,60,0.4186046512,18,43,053,001450
Hennepin - 001450,63,63,0.5813953488,25,43,053,001450
Hennepin - 001455,60,60,1.0000000000,21,21,053,001455
Hennepin - 001456,63,63,1.0000000000,31,31,053,001456
Hennepin - 001460,60,60,1.0000000000,24,24,053,001460
Hennepin - 001465,59,59,0.1052631579,4,38,053,001465
Hennepin - 001465,60,60,0.8947368421,34,38,053,001465
Hennepin - 001470,59,59,0.7826086957,54,69,053,001470
Hennepin - 001470,60,60,0.2173913043,15,69,053,001470
Hennepin - 001475,59,59,0.1875000000,3,16,053,001475
Hennepin - 001475,60,60,0.8125000000,13,16,053,001475
Hennepin - 001480,59,59,0.0576923077,3,52,053,001480
Hennepin - 001480,60,60,0.9423076923,49,52,053,001480
Hennepin - 001485,60,60,1.0000000000,78,78,053,001485
Hennepin - 001490,59,59,1.0000000000,10,10,053,001490
Hennepin - 001495,59,59,1.0000000000,18,18,053,001495
Hennepin - 001500,59,59,1.0000000000,39,39,053,001500
Hennepin - 001501,60,60,1.0000000000,34,34,053,001501
Hennepin - 001502,59,59,1.0000000000,15,15,053,001502
