year,office,district,party,candidate
2006,State House,27B,IND,
2006,State House,28A,IND,
2006,State House,28B,IND,
2006,State House,29A,IND,
2006,State House,29B,IND,
2006,State House,2A,IND,
2006,State House,2B,IND,
2006,State House,30A,IND,
2006,State House,30B,IND,
2006,State House,31A,IND,
2006,State House,31B,IND,
2006,State House,32A,IND,
2006,State House,33A,DFL,
2006,State House,33A,IND,
2006,State House,33B,IND,
2006,State House,34A,IND,
2006,State House,34B,IND,
2006,State House,35A,IND,
2006,State House,35B,IND,
2006,State House,36A,IND,
2006,State House,36B,IND,
2006,State House,37A,IND,
2006,State House,37B,DFL,
2006,State House,37B,IND,
2006,State House,38A,IND,
2006,State House,38B,IND,
2006,State House,39A,IND,
2006,State House,39B,IND,
2006,State House,3B,IND,
2006,State House,3B,R,
2006,State House,40A,IND,
2006,State House,40B,IND,
2006,State House,41A,IND,
2006,State House,41B,IND,
2006,State House,42A,IND,
2006,State House,42B,IND,
2006,State House,43A,IND,
2006,State House,43B,IND,
2006,State House,44A,IND,
2006,State House,44B,IND,
2006,State House,45A,IND,
2006,State House,45B,IND,
2006,State House,46A,IND,
2006,State House,46B,IND,
2006,State House,47A,IND,
2006,State House,47B,IND,
2006,State House,48A,IND,
2006,State House,48B,IND,
2006,State House,49A,IND,
2006,State House,49B,IND,
2006,State House,4B,IND,
2006,State House,50B,IND,
2006,State House,51A,IND,
2006,State House,51B,IND,
2006,State House,52A,IND,
2006,State House,52B,IND,
2006,State House,53A,IND,
2006,State House,53B,IND,
2006,State House,54A,IND,
2006,State House,54B,IND,
2006,State House,55A,IND,
2006,State House,55B,IND,
2006,State House,56A,IND,
2006,State House,56B,IND,
2006,State House,59A,IND,
2006,State House,5A,IND,
2006,State House,5B,IND,
2006,State House,60A,IND,
2006,State House,60B,IND,
2006,State House,61A,IND,
2006,State House,61B,IND,
2006,State House,62A,IND,
2006,State House,62B,IND,
2006,State House,63A,IND,
2006,State House,64A,IND,
2006,State House,64B,IND,
2006,State House,65A,IND,
2006,State House,65B,IND,
2006,State House,66A,IND,
2006,State House,66B,IND,
2006,State House,67A,IND,
2006,State House,67B,IND,
2006,State House,6A,IND,
2006,State House,6A,R,
2006,State House,6B,IND,
2006,State House,7A,IND,
2006,State House,7B,IND,
2006,State House,7B,R,
2006,State House,8A,IND,
2006,State House,8B,IND,
2006,State House,9A,IND,
2006,State House,9B,IND,
2006,State Senate,1,IND,
2006,State Senate,1,R,
2006,State Senate,10,IND,
2006,State Senate,11,IND,
2006,State Senate,12,IND,
2006,State Senate,13,IND,
2006,State Senate,14,IND,
2006,State Senate,15,IND,
2006,State Senate,16,IND,
2006,State Senate,18,IND,
2006,State Senate,19,IND,
2006,State Senate,2,IND,
2006,State Senate,20,IND,
2006,State Senate,22,IND,
2006,State Senate,23,IND,
2006,State Senate,24,IND,
2006,State Senate,25,IND,
2006,State Senate,26,IND,
2006,State Senate,27,IND,
2006,State Senate,28,IND,
2006,State Senate,3,IND,
2006,State Senate,30,IND,
2006,State Senate,31,IND,
2006,State Senate,32,IND,
2006,State Senate,34,IND,
2006,State Senate,35,DFL,
2006,State Senate,35,IND,
2006,State Senate,36,IND,
2006,State Senate,37,IND,
2006,State Senate,38,IND,
2006,State Senate,39,IND,
2006,State Senate,4,IND,
2006,State Senate,40,IND,
2006,State Senate,41,IND,
2006,State Senate,42,IND,
2006,State Senate,43,IND,
2006,State Senate,44,IND,
2006,State Senate,45,IND,
2006,State Senate,46,IND,
2006,State Senate,47,IND,
2006,State Senate,48,IND,
2006,State Senate,49,IND,
2006,State Senate,5,IND,
2006,State Senate,50,IND,
2006,State Senate,51,IND,
2006,State Senate,52,IND,
2006,State Senate,53,IND,
2006,State Senate,54,IND,
2006,State Senate,55,IND,
2006,State Senate,56,IND,
2006,State Senate,57,IND,
2006,State Senate,58,IND,
2006,State Senate,6,IND,
2006,State Senate,60,IND,
2006,State Senate,62,IND,
2006,State Senate,63,IND,
2006,State Senate,64,IND,
2006,State Senate,66,IND,
2006,State Senate,67,IND,
2006,State Senate,7,IND,
2006,State Senate,8,IND,
2006,State Senate,9,IND,
2006,U.S. House,1,IND,
2006,U.S. House,3,IND,
2006,U.S. House,4,IND,
2006,U.S. House,7,IND,
2006,U.S. House,8,IND,
2008,State House,10A,IND,
2008,State House,10B,IND,
2008,State House,11B,IND,
2008,State House,12A,IND,
2008,State House,12B,IND,
2008,State House,13A,IND,
2008,State House,13B,IND,
2008,State House,14A,IND,
2008,State House,14B,IND,
2008,State House,15A,IND,
2008,State House,15B,IND,
2008,State House,16A,IND,
2008,State House,16B,IND,
2008,State House,17A,IND,
2008,State House,17B,IND,
2008,State House,18A,IND,
2008,State House,18B,IND,
2008,State House,19A,IND,
2008,State House,19B,IND,
2008,State House,1B,IND,
2008,State House,20A,IND,
2008,State House,20B,IND,
2008,State House,21A,IND,
2008,State House,21B,IND,
2008,State House,22A,IND,
2008,State House,22B,IND,
2008,State House,23A,IND,
2008,State House,23B,IND,
2008,State House,24A,IND,
2008,State House,24B,IND,
2008,State House,25A,IND,
2008,State House,25B,IND,
2008,State House,26A,IND,
2008,State House,26B,IND,
2008,State House,27A,IND,
2008,State House,27B,IND,
2008,State House,28A,IND,
2008,State House,28B,IND,
2008,State House,29A,IND,
2008,State House,29B,IND,
2008,State House,2A,IND,
2008,State House,2B,IND,
2008,State House,30A,IND,
2008,State House,30B,IND,
2008,State House,31A,IND,
2008,State House,31B,IND,
2008,State House,32A,IND,
2008,State House,32B,IND,
2008,State House,33A,IND,
2008,State House,33B,IND,
2008,State House,34A,IND,
2008,State House,34B,IND,
2008,State House,35A,IND,
2008,State House,35B,IND,
2008,State House,36A,IND,
2008,State House,36B,IND,
2008,State House,37A,IND,
2008,State House,37B,IND,
2008,State House,38A,IND,
2008,State House,38B,IND,
2008,State House,39A,IND,
2008,State House,39B,IND,
2008,State House,3B,IND,
2008,State House,40A,IND,
2008,State House,40B,IND,
2008,State House,41A,IND,
2008,State House,41B,IND,
2008,State House,42A,IND,
2008,State House,42B,IND,
2008,State House,43A,IND,
2008,State House,43B,IND,
2008,State House,44A,IND,
2008,State House,44B,IND,
2008,State House,45A,IND,
2008,State House,45B,IND,
2008,State House,46A,IND,
2008,State House,46B,IND,
2008,State House,47A,IND,
2008,State House,47B,IND,
2008,State House,48A,IND,
2008,State House,48B,IND,
2008,State House,49A,IND,
2008,State House,49B,IND,
2008,State House,4B,IND,
2008,State House,50A,IND,
2008,State House,50B,IND,
2008,State House,51B,IND,
2008,State House,52A,IND,
2008,State House,52B,IND,
2008,State House,53A,IND,
2008,State House,53B,IND,
2008,State House,54A,IND,
2008,State House,55B,IND,
2008,State House,56A,IND,
2008,State House,56B,IND,
2008,State House,57A,IND,
2008,State House,57B,IND,
2008,State House,58A,IND,
2008,State House,5A,IND,
2008,State House,5B,IND,
2008,State House,60A,IND,
2008,State House,60B,IND,
2008,State House,61A,IND,
2008,State House,61B,IND,
2008,State House,62A,IND,
2008,State House,62B,IND,
2008,State House,63A,IND,
2008,State House,63B,IND,
2008,State House,64A,IND,
2008,State House,64B,IND,
2008,State House,65A,IND,
2008,State House,65B,IND,
2008,State House,66A,IND,
2008,State House,66B,IND,
2008,State House,67A,IND,
2008,State House,67B,IND,
2008,State House,6A,IND,
2008,State House,6B,IND,
2008,State House,7A,IND,
2008,State House,8A,IND,
2008,State House,8B,IND,
2008,State House,9A,IND,
2008,State House,9B,IND,
2008,State House,NA,DFL,
2008,State House,NA,IND,
2008,State House,NA,R,
2008,State Senate,16,DFL,
2008,State Senate,16,R,
2008,State Senate,63,DFL,
2008,State Senate,63,R,
2008,State Senate,NA,DFL,
2008,State Senate,NA,R,
2008,U.S. House,2,IND,
2008,U.S. House,4,IND,
2008,U.S. House,7,IND,
2008,U.S. House,8,IND,
2008,U.S. House,NA,DFL,
2008,U.S. House,NA,IND,
2008,U.S. House,NA,R,
2010,State House,10A,IND,
2010,State House,10B,IND,
2010,State House,12A,IND,
2010,State House,12B,IND,
2010,State House,13A,DFL,
2010,State House,13A,IND,
2010,State House,13B,IND,
2010,State House,14A,IND,
2010,State House,14B,IND,
2010,State House,15A,IND,
2010,State House,15B,IND,
2010,State House,16A,IND,
2010,State House,16B,IND,
2010,State House,17A,IND,
2010,State House,18A,DFL,
2010,State House,18A,IND,
2010,State House,18B,IND,
2010,State House,19A,IND,
2010,State House,19B,IND,
2010,State House,1A,IND,
2010,State House,1B,IND,
2010,State House,20A,IND,
2010,State House,20B,IND,
2010,State House,21A,IND,
2010,State House,21B,DFL,
2010,State House,21B,IND,
2010,State House,22A,IND,
2010,State House,22B,IND,
2010,State House,23A,IND,
2010,State House,23B,IND,
2010,State House,24A,IND,
2010,State House,25A,IND,
2010,State House,25B,IND,
2010,State House,26A,IND,
2010,State House,26B,IND,
2010,State House,27A,IND,
2010,State House,27B,IND,
2010,State House,28A,IND,
2010,State House,28B,IND,
2010,State House,29A,IND,
2010,State House,29B,IND,
2010,State House,2A,IND,
2010,State House,2B,IND,
2010,State House,30A,IND,
2010,State House,30B,IND,
2010,State House,31A,IND,
2010,State House,31B,IND,
2010,State House,32A,IND,
2010,State House,32B,IND,
2010,State House,33A,IND,
2010,State House,33B,IND,
2010,State House,34A,IND,
2010,State House,34B,DFL,
2010,State House,34B,IND,
2010,State House,35A,IND,
2010,State House,35B,IND,
2010,State House,36A,IND,
2010,State House,36B,IND,
2010,State House,37A,IND,
2010,State House,37B,IND,
2010,State House,38A,IND,
2010,State House,38B,IND,
2010,State House,39A,IND,
2010,State House,39B,IND,
2010,State House,3A,IND,
2010,State House,3B,IND,
2010,State House,40A,IND,
2010,State House,40B,IND,
2010,State House,41A,IND,
2010,State House,42A,IND,
2010,State House,42B,IND,
2010,State House,43A,IND,
2010,State House,43B,IND,
2010,State House,44A,IND,
2010,State House,44B,IND,
2010,State House,45A,IND,
2010,State House,45B,IND,
2010,State House,46A,IND,
2010,State House,46B,IND,
2010,State House,47A,IND,
2010,State House,48A,IND,
2010,State House,48B,IND,
2010,State House,49A,IND,
2010,State House,49B,IND,
2010,State House,4A,IND,
2010,State House,4B,IND,
2010,State House,50A,IND,
2010,State House,50B,IND,
2010,State House,51A,IND,
2010,State House,51B,IND,
2010,State House,52A,IND,
2010,State House,52B,IND,
2010,State House,53A,IND,
2010,State House,53B,IND,
2010,State House,54A,IND,
2010,State House,54B,IND,
2010,State House,55B,IND,
2010,State House,56A,IND,
2010,State House,56B,IND,
2010,State House,57A,IND,
2010,State House,57B,IND,
2010,State House,58A,IND,
2010,State House,58B,IND,
2010,State House,59A,IND,
2010,State House,5A,IND,
2010,State House,5B,IND,
2010,State House,60A,IND,
2010,State House,60B,IND,
2010,State House,61B,IND,
2010,State House,62A,IND,
2010,State House,62B,IND,
2010,State House,63A,IND,
2010,State House,63B,IND,
2010,State House,64A,IND,
2010,State House,64B,IND,
2010,State House,65A,IND,
2010,State House,65B,IND,
2010,State House,66A,IND,
2010,State House,66B,IND,
2010,State House,67A,IND,
2010,State House,67B,IND,
2010,State House,6A,IND,
2010,State House,6B,IND,
2010,State House,7A,IND,
2010,State House,8A,IND,
2010,State House,8B,IND,
2010,State House,9A,IND,
2010,State House,9B,IND,
2010,State House,NA,DFL,
2010,State House,NA,IND,
2010,State House,NA,R,
2010,State Senate,1,IND,
2010,State Senate,10,IND,
2010,State Senate,11,IND,
2010,State Senate,12,IND,
2010,State Senate,13,IND,
2010,State Senate,14,IND,
2010,State Senate,15,IND,
2010,State Senate,16,IND,
2010,State Senate,17,IND,
2010,State Senate,19,IND,
2010,State Senate,2,IND,
2010,State Senate,20,IND,
2010,State Senate,21,IND,
2010,State Senate,22,IND,
2010,State Senate,23,IND,
2010,State Senate,24,DFL,
2010,State Senate,24,IND,
2010,State Senate,25,IND,
2010,State Senate,26,IND,
2010,State Senate,27,IND,
2010,State Senate,28,IND,
2010,State Senate,29,IND,
2010,State Senate,3,IND,
2010,State Senate,30,IND,
2010,State Senate,31,IND,
2010,State Senate,32,DFL,
2010,State Senate,32,IND,
2010,State Senate,33,IND,
2010,State Senate,35,IND,
2010,State Senate,36,IND,
2010,State Senate,37,IND,
2010,State Senate,38,IND,
2010,State Senate,39,IND,
2010,State Senate,4,IND,
2010,State Senate,40,IND,
2010,State Senate,41,IND,
2010,State Senate,42,IND,
2010,State Senate,43,IND,
2010,State Senate,44,IND,
2010,State Senate,45,IND,
2010,State Senate,46,IND,
2010,State Senate,48,IND,
2010,State Senate,49,IND,
2010,State Senate,5,IND,
2010,State Senate,51,IND,
2010,State Senate,53,IND,
2010,State Senate,54,IND,
2010,State Senate,56,IND,
2010,State Senate,57,IND,
2010,State Senate,58,IND,
2010,State Senate,59,IND,
2010,State Senate,6,IND,
2010,State Senate,60,IND,
2010,State Senate,61,IND,
2010,State Senate,62,IND,
2010,State Senate,63,IND,
2010,State Senate,64,IND,
2010,State Senate,66,IND,
2010,State Senate,7,IND,
2010,State Senate,8,IND,
2010,State Senate,9,IND,
2010,State Senate,NA,DFL,
2010,State Senate,NA,IND,
2010,State Senate,NA,R,
2010,U.S. House,2,IND,
2010,U.S. House,NA,DFL,
2010,U.S. House,NA,IND,
2010,U.S. House,NA,R,
