county,precinct,office,district,candidate,party,votes
McLeod,Bergen Twp,U.S. Senate,NA,Steve Carlson,IA,6
McLeod,Bergen Twp,U.S. Senate,NA,WRITE-IN,WI,2
McLeod,Bergen Twp,U.S. House,7,Michelle L. Fischbach,R,475
McLeod,Bergen Twp,U.S. House,7,A. John Peters,DFL,94
McLeod,Bergen Twp,U.S. House,7,WRITE-IN,WI,2
McLeod,Bergen Twp,State Senate,17,Not on ballot,R,0
McLeod,Bergen Twp,State Senate,17,Not on ballot,DFL,0
McLeod,Bergen Twp,State Senate,17,WRITE-IN,WI,0
McLeod,Bergen Twp,State House,17B,Bobbie V. Harder,R,458
McLeod,Bergen Twp,State House,17B,Jennifer Nuesse,DFL,98
McLeod,Bergen Twp,State House,17B,WRITE-IN,WI,1
McLeod,Bergen Twp,Constitutional Amendment 1,NA,YES,NP,346
McLeod,Bergen Twp,Constitutional Amendment 1,NA,NO,NP,209
McLeod,Biscay,State Senate,17,DIST Candidate,DIST,17
McLeod,Biscay,President,NA,Donald Trump,R,39
McLeod,Biscay,President,NA,Kamala Harris,DFL,25
McLeod,Biscay,President,NA,Chase Oliver,LIB,0
McLeod,Biscay,President,NA,Cornel West,WTP,0
McLeod,Biscay,President,NA,Jill Stein,G,0
McLeod,Biscay,President,NA,Claudia De la Cruz,SLP,0
McLeod,Biscay,President,NA,Rachele Fruit,SWP,0
McLeod,Biscay,President,NA,Robert F. Kennedy Jr.,JFA,0
McLeod,Biscay,President,NA,Other Independent,IND,0
McLeod,Biscay,President,NA,WRITE-IN,WI,0
McLeod,Biscay,U.S. Senate,NA,Royce White,R,23
McLeod,Biscay,U.S. Senate,NA,Amy Klobuchar,DFL,36
McLeod,Biscay,U.S. Senate,NA,Rebecca Whiting,LIB,0
McLeod,Biscay,U.S. Senate,NA,Steve Carlson,IA,2
McLeod,Biscay,U.S. Senate,NA,WRITE-IN,WI,0
McLeod,Biscay,U.S. House,7,Michelle L. Fischbach,R,34
McLeod,Biscay,U.S. House,7,A. John Peters,DFL,24
McLeod,Biscay,U.S. House,7,WRITE-IN,WI,0
McLeod,Biscay,State Senate,17,Not on ballot,R,0
McLeod,Biscay,State Senate,17,Not on ballot,DFL,0
McLeod,Biscay,State Senate,17,WRITE-IN,WI,0
McLeod,Biscay,State House,17A,Dawn Gillman,R,34
McLeod,Biscay,State House,17A,Chad R. Tschimperle,DFL,25
McLeod,Biscay,State House,17A,WRITE-IN,WI,0
McLeod,Biscay,Constitutional Amendment 1,NA,YES,NP,47
McLeod,Biscay,Constitutional Amendment 1,NA,NO,NP,10
McLeod,Brownton,State Senate,17,DIST Candidate,DIST,17
McLeod,Brownton,President,NA,Donald Trump,R,301
McLeod,Brownton,President,NA,Kamala Harris,DFL,106
McLeod,Brownton,President,NA,Chase Oliver,LIB,2
McLeod,Brownton,President,NA,Cornel West,WTP,3
McLeod,Brownton,President,NA,Jill Stein,G,2
McLeod,Brownton,President,NA,Claudia De la Cruz,SLP,0
McLeod,Brownton,President,NA,Rachele Fruit,SWP,0
McLeod,Brownton,President,NA,Robert F. Kennedy Jr.,JFA,0
McLeod,Brownton,President,NA,Other Independent,IND,1
McLeod,Brownton,President,NA,WRITE-IN,WI,0
McLeod,Brownton,U.S. Senate,NA,Royce White,R,252
McLeod,Brownton,U.S. Senate,NA,Amy Klobuchar,DFL,144
McLeod,Brownton,U.S. Senate,NA,Rebecca Whiting,LIB,5
McLeod,Brownton,U.S. Senate,NA,Steve Carlson,IA,8
McLeod,Brownton,U.S. Senate,NA,WRITE-IN,WI,0
McLeod,Brownton,U.S. House,7,Michelle L. Fischbach,R,311
McLeod,Brownton,U.S. House,7,A. John Peters,DFL,96
McLeod,Brownton,U.S. House,7,WRITE-IN,WI,0
McLeod,Brownton,State Senate,17,Not on ballot,R,0
McLeod,Brownton,State Senate,17,Not on ballot,DFL,0
McLeod,Brownton,State Senate,17,WRITE-IN,WI,0
McLeod,Brownton,State House,17A,Dawn Gillman,R,288
McLeod,Brownton,State House,17A,Chad R. Tschimperle,DFL,108
McLeod,Brownton,State House,17A,WRITE-IN,WI,0
McLeod,Brownton,Constitutional Amendment 1,NA,YES,NP,272
McLeod,Brownton,Constitutional Amendment 1,NA,NO,NP,125
McLeod,Collins Twp,State Senate,17,DIST Candidate,DIST,17
McLeod,Collins Twp,President,NA,Donald Trump,R,238
McLeod,Collins Twp,President,NA,Kamala Harris,DFL,80
McLeod,Collins Twp,President,NA,Chase Oliver,LIB,0
McLeod,Collins Twp,President,NA,Cornel West,WTP,2
McLeod,Collins Twp,President,NA,Jill Stein,G,0
McLeod,Collins Twp,President,NA,Claudia De la Cruz,SLP,0
McLeod,Collins Twp,President,NA,Rachele Fruit,SWP,0
McLeod,Collins Twp,President,NA,Robert F. Kennedy Jr.,JFA,1
McLeod,Collins Twp,President,NA,Other Independent,IND,0
McLeod,Collins Twp,President,NA,WRITE-IN,WI,0
McLeod,Collins Twp,U.S. Senate,NA,Royce White,R,194
McLeod,Collins Twp,U.S. Senate,NA,Amy Klobuchar,DFL,119
McLeod,Collins Twp,U.S. Senate,NA,Rebecca Whiting,LIB,2
McLeod,Collins Twp,U.S. Senate,NA,Steve Carlson,IA,2
McLeod,Collins Twp,U.S. Senate,NA,WRITE-IN,WI,1
McLeod,Collins Twp,U.S. House,7,Michelle L. Fischbach,R,237
McLeod,Collins Twp,U.S. House,7,A. John Peters,DFL,78
McLeod,Collins Twp,U.S. House,7,WRITE-IN,WI,1
McLeod,Collins Twp,State Senate,17,Not on ballot,R,0
McLeod,Collins Twp,State Senate,17,Not on ballot,DFL,0
McLeod,Collins Twp,State Senate,17,WRITE-IN,WI,0
McLeod,Collins Twp,State House,17A,Dawn Gillman,R,233
McLeod,Collins Twp,State House,17A,Chad R. Tschimperle,DFL,80
McLeod,Collins Twp,State House,17A,WRITE-IN,WI,1
McLeod,Collins Twp,Constitutional Amendment 1,NA,YES,NP,185
McLeod,Collins Twp,Constitutional Amendment 1,NA,NO,NP,125
McLeod,Glencoe P-1,State Senate,17,DIST Candidate,DIST,17
McLeod,Glencoe P-1,President,NA,Donald Trump,R,499
McLeod,Glencoe P-1,President,NA,Kamala Harris,DFL,235
McLeod,Glencoe P-1,President,NA,Chase Oliver,LIB,2
McLeod,Glencoe P-1,President,NA,Cornel West,WTP,7
McLeod,Glencoe P-1,President,NA,Jill Stein,G,4
McLeod,Glencoe P-1,President,NA,Claudia De la Cruz,SLP,0
McLeod,Glencoe P-1,President,NA,Rachele Fruit,SWP,0
McLeod,Glencoe P-1,President,NA,Robert F. Kennedy Jr.,JFA,0
McLeod,Glencoe P-1,President,NA,Other Independent,IND,4
McLeod,Glencoe P-1,President,NA,WRITE-IN,WI,2
McLeod,Glencoe P-1,U.S. Senate,NA,Royce White,R,394
McLeod,Glencoe P-1,U.S. Senate,NA,Amy Klobuchar,DFL,315
McLeod,Glencoe P-1,U.S. Senate,NA,Rebecca Whiting,LIB,19
McLeod,Glencoe P-1,U.S. Senate,NA,Steve Carlson,IA,20
McLeod,Glencoe P-1,U.S. Senate,NA,WRITE-IN,WI,0
McLeod,Glencoe P-1,U.S. House,7,Michelle L. Fischbach,R,519
McLeod,Glencoe P-1,U.S. House,7,A. John Peters,DFL,220
McLeod,Glencoe P-1,U.S. House,7,WRITE-IN,WI,1
McLeod,Glencoe P-1,State Senate,17,Not on ballot,R,0
McLeod,Glencoe P-1,State Senate,17,Not on ballot,DFL,0
McLeod,Glencoe P-1,State Senate,17,WRITE-IN,WI,0
McLeod,Glencoe P-1,State House,17A,Dawn Gillman,R,487
McLeod,Glencoe P-1,State House,17A,Chad R. Tschimperle,DFL,243
McLeod,Glencoe P-1,State House,17A,WRITE-IN,WI,1
McLeod,Glencoe P-1,Constitutional Amendment 1,NA,YES,NP,534
McLeod,Glencoe P-1,Constitutional Amendment 1,NA,NO,NP,192
McLeod,Glencoe P-2,State Senate,17,DIST Candidate,DIST,17
McLeod,Glencoe P-2,President,NA,Donald Trump,R,465
McLeod,Glencoe P-2,President,NA,Kamala Harris,DFL,255
McLeod,Glencoe P-2,President,NA,Chase Oliver,LIB,1
McLeod,Glencoe P-2,President,NA,Cornel West,WTP,10
McLeod,Glencoe P-2,President,NA,Jill Stein,G,2
McLeod,Glencoe P-2,President,NA,Claudia De la Cruz,SLP,0
McLeod,Glencoe P-2,President,NA,Rachele Fruit,SWP,0
McLeod,Glencoe P-2,President,NA,Robert F. Kennedy Jr.,JFA,0
McLeod,Glencoe P-2,President,NA,Other Independent,IND,0
McLeod,Glencoe P-2,President,NA,WRITE-IN,WI,3
McLeod,Glencoe P-2,U.S. Senate,NA,Royce White,R,394
McLeod,Glencoe P-2,U.S. Senate,NA,Amy Klobuchar,DFL,308
McLeod,Glencoe P-2,U.S. Senate,NA,Rebecca Whiting,LIB,14
McLeod,Glencoe P-2,U.S. Senate,NA,Steve Carlson,IA,8
McLeod,Glencoe P-2,U.S. Senate,NA,WRITE-IN,WI,0
McLeod,Glencoe P-2,U.S. House,7,Michelle L. Fischbach,R,484
McLeod,Glencoe P-2,U.S. House,7,A. John Peters,DFL,231
McLeod,Glencoe P-2,U.S. House,7,WRITE-IN,WI,2
McLeod,Glencoe P-2,State Senate,17,Not on ballot,R,0
McLeod,Glencoe P-2,State Senate,17,Not on ballot,DFL,0
McLeod,Glencoe P-2,State Senate,17,WRITE-IN,WI,0
McLeod,Glencoe P-2,State House,17A,Dawn Gillman,R,442
McLeod,Glencoe P-2,State House,17A,Chad R. Tschimperle,DFL,265
McLeod,Glencoe P-2,State House,17A,WRITE-IN,WI,1
McLeod,Glencoe P-2,Constitutional Amendment 1,NA,YES,NP,554
McLeod,Glencoe P-2,Constitutional Amendment 1,NA,NO,NP,149
McLeod,Glencoe P-3,State Senate,17,DIST Candidate,DIST,17
McLeod,Glencoe P-3,President,NA,Donald Trump,R,566
McLeod,Glencoe P-3,President,NA,Kamala Harris,DFL,266
McLeod,Glencoe P-3,President,NA,Chase Oliver,LIB,3
McLeod,Glencoe P-3,President,NA,Cornel West,WTP,7
McLeod,Glencoe P-3,President,NA,Jill Stein,G,2
McLeod,Glencoe P-3,President,NA,Claudia De la Cruz,SLP,0
McLeod,Glencoe P-3,President,NA,Rachele Fruit,SWP,0
McLeod,Glencoe P-3,President,NA,Robert F. Kennedy Jr.,JFA,0
McLeod,Glencoe P-3,President,NA,Other Independent,IND,4
McLeod,Glencoe P-3,President,NA,WRITE-IN,WI,4
McLeod,Glencoe P-3,U.S. Senate,NA,Royce White,R,481
McLeod,Glencoe P-3,U.S. Senate,NA,Amy Klobuchar,DFL,331
McLeod,Glencoe P-3,U.S. Senate,NA,Rebecca Whiting,LIB,13
McLeod,Glencoe P-3,U.S. Senate,NA,Steve Carlson,IA,12
McLeod,Glencoe P-3,U.S. Senate,NA,WRITE-IN,WI,4
McLeod,Glencoe P-3,U.S. House,7,Michelle L. Fischbach,R,576
McLeod,Glencoe P-3,U.S. House,7,A. John Peters,DFL,248
McLeod,Glencoe P-3,U.S. House,7,WRITE-IN,WI,4
McLeod,Glencoe P-3,State Senate,17,Not on ballot,R,0
McLeod,Glencoe P-3,State Senate,17,Not on ballot,DFL,0
McLeod,Glencoe P-3,State Senate,17,WRITE-IN,WI,0
McLeod,Glencoe P-3,State House,17A,Dawn Gillman,R,550
McLeod,Glencoe P-3,State House,17A,Chad R. Tschimperle,DFL,268
McLeod,Glencoe P-3,State House,17A,WRITE-IN,WI,3
McLeod,Glencoe P-3,Constitutional Amendment 1,NA,YES,NP,631
McLeod,Glencoe P-3,Constitutional Amendment 1,NA,NO,NP,185
McLeod,Glencoe P-4,State Senate,17,DIST Candidate,DIST,17
McLeod,Glencoe P-4,President,NA,Donald Trump,R,403
McLeod,Glencoe P-4,President,NA,Kamala Harris,DFL,206
McLeod,Glencoe P-4,President,NA,Chase Oliver,LIB,3
McLeod,Glencoe P-4,President,NA,Cornel West,WTP,12
McLeod,Glencoe P-4,President,NA,Jill Stein,G,0
McLeod,Glencoe P-4,President,NA,Claudia De la Cruz,SLP,0
McLeod,Glencoe P-4,President,NA,Rachele Fruit,SWP,0
McLeod,Glencoe P-4,President,NA,Robert F. Kennedy Jr.,JFA,0
McLeod,Glencoe P-4,President,NA,Other Independent,IND,1
McLeod,Glencoe P-4,President,NA,WRITE-IN,WI,1
McLeod,Glencoe P-4,U.S. Senate,NA,Royce White,R,353
McLeod,Glencoe P-4,U.S. Senate,NA,Amy Klobuchar,DFL,248
McLeod,Glencoe P-4,U.S. Senate,NA,Rebecca Whiting,LIB,12
McLeod,Glencoe P-4,U.S. Senate,NA,Steve Carlson,IA,8
McLeod,Glencoe P-4,U.S. Senate,NA,WRITE-IN,WI,1
McLeod,Glencoe P-4,U.S. House,7,Michelle L. Fischbach,R,418
McLeod,Glencoe P-4,U.S. House,7,A. John Peters,DFL,189
McLeod,Glencoe P-4,U.S. House,7,WRITE-IN,WI,3
McLeod,Glencoe P-4,State Senate,17,Not on ballot,R,0
McLeod,Glencoe P-4,State Senate,17,Not on ballot,DFL,0
McLeod,Glencoe P-4,State Senate,17,WRITE-IN,WI,0
McLeod,Glencoe P-4,State House,17A,Dawn Gillman,R,406
McLeod,Glencoe P-4,State House,17A,Chad R. Tschimperle,DFL,204
McLeod,Glencoe P-4,State House,17A,WRITE-IN,WI,1
McLeod,Glencoe P-4,Constitutional Amendment 1,NA,YES,NP,458
McLeod,Glencoe P-4,Constitutional Amendment 1,NA,NO,NP,152
McLeod,Glencoe Twp,State Senate,17,DIST Candidate,DIST,17
McLeod,Glencoe Twp,President,NA,Donald Trump,R,272
McLeod,Glencoe Twp,President,NA,Kamala Harris,DFL,67
McLeod,Glencoe Twp,President,NA,Chase Oliver,LIB,1
McLeod,Glencoe Twp,President,NA,Cornel West,WTP,2
McLeod,Glencoe Twp,President,NA,Jill Stein,G,2
McLeod,Glencoe Twp,President,NA,Claudia De la Cruz,SLP,1
McLeod,Glencoe Twp,President,NA,Rachele Fruit,SWP,0
McLeod,Glencoe Twp,President,NA,Robert F. Kennedy Jr.,JFA,0
McLeod,Glencoe Twp,President,NA,Other Independent,IND,1
McLeod,Glencoe Twp,President,NA,WRITE-IN,WI,1
McLeod,Glencoe Twp,U.S. Senate,NA,Royce White,R,233
McLeod,Glencoe Twp,U.S. Senate,NA,Amy Klobuchar,DFL,100
McLeod,Glencoe Twp,U.S. Senate,NA,Rebecca Whiting,LIB,1
McLeod,Glencoe Twp,U.S. Senate,NA,Steve Carlson,IA,6
McLeod,Glencoe Twp,U.S. Senate,NA,WRITE-IN,WI,0
McLeod,Glencoe Twp,U.S. House,7,Michelle L. Fischbach,R,266
McLeod,Glencoe Twp,U.S. House,7,A. John Peters,DFL,75
McLeod,Glencoe Twp,U.S. House,7,WRITE-IN,WI,0
McLeod,Glencoe Twp,State Senate,17,Not on ballot,R,0
McLeod,Glencoe Twp,State Senate,17,Not on ballot,DFL,0
McLeod,Glencoe Twp,State Senate,17,WRITE-IN,WI,0
McLeod,Glencoe Twp,State House,17A,Dawn Gillman,R,261
McLeod,Glencoe Twp,State House,17A,Chad R. Tschimperle,DFL,73
McLeod,Glencoe Twp,State House,17A,WRITE-IN,WI,0
McLeod,Glencoe Twp,Constitutional Amendment 1,NA,YES,NP,210
McLeod,Glencoe Twp,Constitutional Amendment 1,NA,NO,NP,122
McLeod,Hale Twp,State Senate,17,DIST Candidate,DIST,17
McLeod,Hale Twp,President,NA,Donald Trump,R,448
McLeod,Hale Twp,President,NA,Kamala Harris,DFL,105
McLeod,Hale Twp,President,NA,Chase Oliver,LIB,3
McLeod,Hale Twp,President,NA,Cornel West,WTP,5
McLeod,Hale Twp,President,NA,Jill Stein,G,0
McLeod,Hale Twp,President,NA,Claudia De la Cruz,SLP,0
McLeod,Hale Twp,President,NA,Rachele Fruit,SWP,0
McLeod,Hale Twp,President,NA,Robert F. Kennedy Jr.,JFA,0
McLeod,Hale Twp,President,NA,Other Independent,IND,1
McLeod,Hale Twp,President,NA,WRITE-IN,WI,4
McLeod,Hale Twp,U.S. Senate,NA,Royce White,R,379
McLeod,Hale Twp,U.S. Senate,NA,Amy Klobuchar,DFL,170
McLeod,Hale Twp,U.S. Senate,NA,Rebecca Whiting,LIB,6
McLeod,Hale Twp,U.S. Senate,NA,Steve Carlson,IA,2
McLeod,Hale Twp,U.S. Senate,NA,WRITE-IN,WI,0
McLeod,Hale Twp,U.S. House,7,Michelle L. Fischbach,R,437
McLeod,Hale Twp,U.S. House,7,A. John Peters,DFL,112
McLeod,Hale Twp,U.S. House,7,WRITE-IN,WI,0
McLeod,Hale Twp,State Senate,17,Not on ballot,R,0
McLeod,Hale Twp,State Senate,17,Not on ballot,DFL,0
McLeod,Hale Twp,State Senate,17,WRITE-IN,WI,0
McLeod,Hale Twp,State House,17A,Dawn Gillman,R,422
McLeod,Hale Twp,State House,17A,Chad R. Tschimperle,DFL,118
McLeod,Hale Twp,State House,17A,WRITE-IN,WI,2
McLeod,Hale Twp,Constitutional Amendment 1,NA,YES,NP,379
McLeod,Hale Twp,Constitutional Amendment 1,NA,NO,NP,161
McLeod,Hassan Valley Twp,State Senate,17,DIST Candidate,DIST,17
McLeod,Hassan Valley Twp,President,NA,Donald Trump,R,332
McLeod,Hassan Valley Twp,President,NA,Kamala Harris,DFL,104
McLeod,Hassan Valley Twp,President,NA,Chase Oliver,LIB,3
McLeod,Hassan Valley Twp,President,NA,Cornel West,WTP,5
McLeod,Hassan Valley Twp,President,NA,Jill Stein,G,0
McLeod,Hassan Valley Twp,President,NA,Claudia De la Cruz,SLP,0
McLeod,Hassan Valley Twp,President,NA,Rachele Fruit,SWP,0
McLeod,Hassan Valley Twp,President,NA,Robert F. Kennedy Jr.,JFA,0
McLeod,Hassan Valley Twp,President,NA,Other Independent,IND,1
McLeod,Hassan Valley Twp,President,NA,WRITE-IN,WI,1
McLeod,Hassan Valley Twp,U.S. Senate,NA,Royce White,R,271
McLeod,Hassan Valley Twp,U.S. Senate,NA,Amy Klobuchar,DFL,157
McLeod,Hassan Valley Twp,U.S. Senate,NA,Rebecca Whiting,LIB,4
McLeod,Hassan Valley Twp,U.S. Senate,NA,Steve Carlson,IA,9
McLeod,Hassan Valley Twp,U.S. Senate,NA,WRITE-IN,WI,0
McLeod,Hassan Valley Twp,U.S. House,7,Michelle L. Fischbach,R,341
McLeod,Hassan Valley Twp,U.S. House,7,A. John Peters,DFL,100
McLeod,Hassan Valley Twp,U.S. House,7,WRITE-IN,WI,0
McLeod,Hassan Valley Twp,State Senate,17,Not on ballot,R,0
McLeod,Hassan Valley Twp,State Senate,17,Not on ballot,DFL,0
McLeod,Hassan Valley Twp,State Senate,17,WRITE-IN,WI,0
McLeod,Hassan Valley Twp,State House,17A,Dawn Gillman,R,325
McLeod,Hassan Valley Twp,State House,17A,Chad R. Tschimperle,DFL,111
McLeod,Hassan Valley Twp,State House,17A,WRITE-IN,WI,1
McLeod,Hassan Valley Twp,Constitutional Amendment 1,NA,YES,NP,292
McLeod,Hassan Valley Twp,Constitutional Amendment 1,NA,NO,NP,139
McLeod,Helen Twp P-1,State Senate,17,DIST Candidate,DIST,17
McLeod,Helen Twp P-1,President,NA,Donald Trump,R,25
McLeod,Helen Twp P-1,President,NA,Kamala Harris,DFL,10
McLeod,Helen Twp P-1,President,NA,Chase Oliver,LIB,0
McLeod,Helen Twp P-1,President,NA,Cornel West,WTP,0
McLeod,Helen Twp P-1,President,NA,Jill Stein,G,0
McLeod,Helen Twp P-1,President,NA,Claudia De la Cruz,SLP,0
McLeod,Helen Twp P-1,President,NA,Rachele Fruit,SWP,0
McLeod,Helen Twp P-1,President,NA,Robert F. Kennedy Jr.,JFA,0
McLeod,Helen Twp P-1,President,NA,Other Independent,IND,0
McLeod,Helen Twp P-1,President,NA,WRITE-IN,WI,0
McLeod,Helen Twp P-1,U.S. Senate,NA,Royce White,R,21
McLeod,Helen Twp P-1,U.S. Senate,NA,Amy Klobuchar,DFL,11
McLeod,Helen Twp P-1,U.S. Senate,NA,Rebecca Whiting,LIB,3
McLeod,Helen Twp P-1,U.S. Senate,NA,Steve Carlson,IA,0
McLeod,Helen Twp P-1,U.S. Senate,NA,WRITE-IN,WI,0
McLeod,Helen Twp P-1,U.S. House,7,Michelle L. Fischbach,R,26
McLeod,Helen Twp P-1,U.S. House,7,A. John Peters,DFL,9
McLeod,Helen Twp P-1,U.S. House,7,WRITE-IN,WI,0
McLeod,Helen Twp P-1,State Senate,17,Not on ballot,R,0
McLeod,Helen Twp P-1,State Senate,17,Not on ballot,DFL,0
McLeod,Helen Twp P-1,State Senate,17,WRITE-IN,WI,0
McLeod,Helen Twp P-1,State House,17A,Dawn Gillman,R,24
McLeod,Helen Twp P-1,State House,17A,Chad R. Tschimperle,DFL,9
McLeod,Helen Twp P-1,State House,17A,WRITE-IN,WI,1
McLeod,Helen Twp P-1,Constitutional Amendment 1,NA,YES,NP,26
McLeod,Helen Twp P-1,Constitutional Amendment 1,NA,NO,NP,9
McLeod,Helen Twp P-2,State Senate,17,DIST Candidate,DIST,17
McLeod,Helen Twp P-2,President,NA,Donald Trump,R,393
McLeod,Helen Twp P-2,President,NA,Kamala Harris,DFL,102
McLeod,Helen Twp P-2,President,NA,Chase Oliver,LIB,0
McLeod,Helen Twp P-2,President,NA,Cornel West,WTP,3
McLeod,Helen Twp P-2,President,NA,Jill Stein,G,2
McLeod,Helen Twp P-2,President,NA,Claudia De la Cruz,SLP,0
McLeod,Helen Twp P-2,President,NA,Rachele Fruit,SWP,0
McLeod,Helen Twp P-2,President,NA,Robert F. Kennedy Jr.,JFA,1
McLeod,Helen Twp P-2,President,NA,Other Independent,IND,0
McLeod,Helen Twp P-2,President,NA,WRITE-IN,WI,2
McLeod,Helen Twp P-2,U.S. Senate,NA,Royce White,R,340
McLeod,Helen Twp P-2,U.S. Senate,NA,Amy Klobuchar,DFL,147
McLeod,Helen Twp P-2,U.S. Senate,NA,Rebecca Whiting,LIB,5
McLeod,Helen Twp P-2,U.S. Senate,NA,Steve Carlson,IA,7
McLeod,Helen Twp P-2,U.S. Senate,NA,WRITE-IN,WI,0
McLeod,Helen Twp P-2,U.S. House,7,Michelle L. Fischbach,R,400
McLeod,Helen Twp P-2,U.S. House,7,A. John Peters,DFL,96
McLeod,Helen Twp P-2,U.S. House,7,WRITE-IN,WI,0
McLeod,Helen Twp P-2,State Senate,17,Not on ballot,R,0
McLeod,Helen Twp P-2,State Senate,17,Not on ballot,DFL,0
McLeod,Helen Twp P-2,State Senate,17,WRITE-IN,WI,0
McLeod,Helen Twp P-2,State House,17B,Bobbie V. Harder,R,381
McLeod,Helen Twp P-2,State House,17B,Jennifer Nuesse,DFL,105
McLeod,Helen Twp P-2,State House,17B,WRITE-IN,WI,0
McLeod,Helen Twp P-2,Constitutional Amendment 1,NA,YES,NP,303
McLeod,Helen Twp P-2,Constitutional Amendment 1,NA,NO,NP,169
McLeod,Hutchinson P-1,State Senate,17,DIST Candidate,DIST,17
McLeod,Hutchinson P-1,President,NA,Donald Trump,R,1749
McLeod,Hutchinson P-1,President,NA,Kamala Harris,DFL,1023
McLeod,Hutchinson P-1,President,NA,Chase Oliver,LIB,14
McLeod,Hutchinson P-1,President,NA,Cornel West,WTP,14
McLeod,Hutchinson P-1,President,NA,Jill Stein,G,10
McLeod,Hutchinson P-1,President,NA,Claudia De la Cruz,SLP,2
McLeod,Hutchinson P-1,President,NA,Rachele Fruit,SWP,0
McLeod,Hutchinson P-1,President,NA,Robert F. Kennedy Jr.,JFA,0
McLeod,Hutchinson P-1,President,NA,Other Independent,IND,5
McLeod,Hutchinson P-1,President,NA,WRITE-IN,WI,14
McLeod,Hutchinson P-1,U.S. Senate,NA,Royce White,R,1434
McLeod,Hutchinson P-1,U.S. Senate,NA,Amy Klobuchar,DFL,1246
McLeod,Hutchinson P-1,U.S. Senate,NA,Rebecca Whiting,LIB,47
McLeod,Hutchinson P-1,U.S. Senate,NA,Steve Carlson,IA,54
McLeod,Hutchinson P-1,U.S. Senate,NA,WRITE-IN,WI,0
McLeod,Hutchinson P-1,U.S. House,7,Michelle L. Fischbach,R,1845
McLeod,Hutchinson P-1,U.S. House,7,A. John Peters,DFL,919
McLeod,Hutchinson P-1,U.S. House,7,WRITE-IN,WI,3
McLeod,Hutchinson P-1,State Senate,17,Not on ballot,R,0
McLeod,Hutchinson P-1,State Senate,17,Not on ballot,DFL,0
McLeod,Hutchinson P-1,State Senate,17,WRITE-IN,WI,0
McLeod,Hutchinson P-1,State House,17A,Dawn Gillman,R,1771
McLeod,Hutchinson P-1,State House,17A,Chad R. Tschimperle,DFL,966
McLeod,Hutchinson P-1,State House,17A,WRITE-IN,WI,3
McLeod,Hutchinson P-1,Constitutional Amendment 1,NA,YES,NP,2071
McLeod,Hutchinson P-1,Constitutional Amendment 1,NA,NO,NP,648
McLeod,Hutchinson P-2,State Senate,17,DIST Candidate,DIST,17
McLeod,Hutchinson P-2,President,NA,Donald Trump,R,1386
McLeod,Hutchinson P-2,President,NA,Kamala Harris,DFL,920
McLeod,Hutchinson P-2,President,NA,Chase Oliver,LIB,8
McLeod,Hutchinson P-2,President,NA,Cornel West,WTP,24
McLeod,Hutchinson P-2,President,NA,Jill Stein,G,3
McLeod,Hutchinson P-2,President,NA,Claudia De la Cruz,SLP,2
McLeod,Hutchinson P-2,President,NA,Rachele Fruit,SWP,0
McLeod,Hutchinson P-2,President,NA,Robert F. Kennedy Jr.,JFA,2
McLeod,Hutchinson P-2,President,NA,Other Independent,IND,3
McLeod,Hutchinson P-2,President,NA,WRITE-IN,WI,13
McLeod,Hutchinson P-2,U.S. Senate,NA,Royce White,R,1193
McLeod,Hutchinson P-2,U.S. Senate,NA,Amy Klobuchar,DFL,1057
McLeod,Hutchinson P-2,U.S. Senate,NA,Rebecca Whiting,LIB,37
McLeod,Hutchinson P-2,U.S. Senate,NA,Steve Carlson,IA,48
McLeod,Hutchinson P-2,U.S. Senate,NA,WRITE-IN,WI,6
McLeod,Hutchinson P-2,U.S. House,7,Michelle L. Fischbach,R,1466
McLeod,Hutchinson P-2,U.S. House,7,A. John Peters,DFL,850
McLeod,Hutchinson P-2,U.S. House,7,WRITE-IN,WI,2
McLeod,Hutchinson P-2,State Senate,17,Not on ballot,R,0
McLeod,Hutchinson P-2,State Senate,17,Not on ballot,DFL,0
McLeod,Hutchinson P-2,State Senate,17,WRITE-IN,WI,0
McLeod,Hutchinson P-2,State House,17A,Dawn Gillman,R,1410
McLeod,Hutchinson P-2,State House,17A,Chad R. Tschimperle,DFL,879
McLeod,Hutchinson P-2,State House,17A,WRITE-IN,WI,3
McLeod,Hutchinson P-2,Constitutional Amendment 1,NA,YES,NP,1780
McLeod,Hutchinson P-2,Constitutional Amendment 1,NA,NO,NP,493
McLeod,Hutchinson P-3,State Senate,17,DIST Candidate,DIST,17
McLeod,Hutchinson P-3,President,NA,Donald Trump,R,1750
McLeod,Hutchinson P-3,President,NA,Kamala Harris,DFL,1053
McLeod,Hutchinson P-3,President,NA,Chase Oliver,LIB,9
McLeod,Hutchinson P-3,President,NA,Cornel West,WTP,27
McLeod,Hutchinson P-3,President,NA,Jill Stein,G,4
McLeod,Hutchinson P-3,President,NA,Claudia De la Cruz,SLP,3
McLeod,Hutchinson P-3,President,NA,Rachele Fruit,SWP,1
McLeod,Hutchinson P-3,President,NA,Robert F. Kennedy Jr.,JFA,1
McLeod,Hutchinson P-3,President,NA,Other Independent,IND,2
McLeod,Hutchinson P-3,President,NA,WRITE-IN,WI,9
McLeod,Hutchinson P-3,U.S. Senate,NA,Royce White,R,1462
McLeod,Hutchinson P-3,U.S. Senate,NA,Amy Klobuchar,DFL,1260
