year,office,district,party,missing_rows
2024,State House,49B,DFL,13
2024,State House,49B,R,13
2024,State House,4A,DFL,13
2024,State House,4A,R,13
2024,State House,4B,DFL,55
2024,State House,4B,R,55
2024,State House,50A,DFL,13
2024,State House,50A,R,13
2024,State House,50B,DFL,15
2024,State House,50B,R,15
2024,State House,51A,DFL,12
2024,State House,51A,R,12
2024,State House,51B,DFL,14
2024,State House,51B,R,14
2024,State House,52A,DFL,11
2024,State House,52A,R,11
2024,State House,52B,DFL,14
2024,State House,52B,R,14
2024,State House,53A,DFL,16
2024,State House,53A,R,16
2024,State House,53B,DFL,13
2024,State House,53B,R,13
2024,State House,54A,DFL,15
2024,State House,54A,R,15
2024,State House,54B,DFL,18
2024,State House,54B,R,18
2024,State House,55A,DFL,12
2024,State House,55A,R,12
2024,State House,55B,DFL,11
2024,State House,55B,R,11
2024,State House,56A,DFL,12
2024,State House,56A,R,12
2024,State House,56B,DFL,12
2024,State House,56B,R,12
2024,State House,57A,DFL,12
2024,State House,57A,R,12
2024,State House,57B,DFL,11
2024,State House,57B,R,11
2024,State House,58A,DFL,17
2024,State House,58A,R,17
2024,State House,58B,DFL,28
2024,State House,58B,R,28
2024,State House,59A,DFL,10
2024,State House,59A,R,10
2024,State House,59B,DFL,14
2024,State House,59B,R,14
2024,State House,5A,DFL,78
2024,State House,5A,R,78
2024,State House,5B,DFL,65
2024,State House,5B,R,65
2024,State House,60A,DFL,15
2024,State House,60A,R,15
2024,State House,60B,DFL,10
2024,State House,60B,R,10
2024,State House,61A,DFL,13
2024,State House,61A,R,13
2024,State House,61B,DFL,16
2024,State House,61B,R,16
2024,State House,62A,DFL,13
2024,State House,62A,R,13
2024,State House,62B,DFL,13
2024,State House,62B,R,13
2024,State House,63A,DFL,15
2024,State House,63A,R,15
2024,State House,63B,DFL,16
2024,State House,63B,R,16
2024,State House,64A,DFL,12
2024,State House,64A,R,12
2024,State House,64B,DFL,12
2024,State House,64B,R,12
2024,State House,65A,DFL,12
2024,State House,65A,R,12
2024,State House,65B,DFL,12
2024,State House,65B,R,12
2024,State House,66A,DFL,15
2024,State House,66A,R,15
2024,State House,66B,DFL,9
2024,State House,66B,R,9
2024,State House,67A,DFL,11
2024,State House,67A,R,11
2024,State House,67B,DFL,12
2024,State House,67B,R,12
2024,State House,6A,DFL,55
2024,State House,6A,R,55
2024,State House,6B,DFL,25
2024,State House,6B,R,25
2024,State House,7A,DFL,70
2024,State House,7A,R,70
2024,State House,7B,DFL,57
2024,State House,7B,R,57
2024,State House,8A,DFL,17
2024,State House,8A,R,17
2024,State House,8B,DFL,16
2024,State House,8B,R,16
2024,State House,9A,DFL,106
2024,State House,9A,R,106
2024,State House,9B,DFL,77
2024,State House,9B,R,77
2024,State Senate,1,DFL,315
2024,State Senate,1,DIST,315
2024,State Senate,1,R,315
2024,State Senate,10,DFL,123
2024,State Senate,10,DIST,123
2024,State Senate,10,R,123
2024,State Senate,11,DFL,106
2024,State Senate,11,DIST,106
2024,State Senate,11,R,106
2024,State Senate,12,DFL,157
2024,State Senate,12,DIST,157
2024,State Senate,12,R,157
2024,State Senate,13,DFL,48
2024,State Senate,13,DIST,48
2024,State Senate,13,R,48
2024,State Senate,14,DFL,38
2024,State Senate,14,DIST,38
2024,State Senate,14,R,38
2024,State Senate,15,DFL,172
2024,State Senate,15,DIST,172
2024,State Senate,15,R,172
2024,State Senate,16,DFL,129
2024,State Senate,16,DIST,129
2024,State Senate,16,R,129
2024,State Senate,17,DFL,76
2024,State Senate,17,DIST,76
2024,State Senate,17,R,76
2024,State Senate,18,DFL,53
2024,State Senate,18,DIST,53
2024,State Senate,18,R,53
2024,State Senate,19,DFL,53
2024,State Senate,19,DIST,53
2024,State Senate,19,R,53
2024,State Senate,2,DFL,189
2024,State Senate,2,DIST,189
2024,State Senate,2,R,189
2024,State Senate,20,DFL,91
2024,State Senate,20,DIST,91
2024,State Senate,20,R,91
2024,State Senate,21,DFL,210
2024,State Senate,21,DIST,210
2024,State Senate,21,R,210
2024,State Senate,22,DFL,110
2024,State Senate,22,DIST,110
2024,State Senate,22,R,110
2024,State Senate,23,DFL,113
2024,State Senate,23,DIST,113
2024,State Senate,23,R,113
2024,State Senate,24,DFL,62
2024,State Senate,24,DIST,62
2024,State Senate,24,R,62
2024,State Senate,25,DFL,56
2024,State Senate,25,DIST,56
2024,State Senate,25,R,56
2024,State Senate,26,DFL,108
2024,State Senate,26,DIST,108
2024,State Senate,26,R,108
2024,State Senate,27,DFL,32
2024,State Senate,27,DIST,32
2024,State Senate,27,R,32
2024,State Senate,28,DFL,36
2024,State Senate,28,DIST,36
2024,State Senate,28,R,36
2024,State Senate,29,DFL,37
2024,State Senate,29,DIST,37
2024,State Senate,29,R,37
2024,State Senate,3,DFL,132
2024,State Senate,3,DIST,132
2024,State Senate,3,R,132
2024,State Senate,30,DFL,25
2024,State Senate,30,DIST,25
2024,State Senate,30,R,25
2024,State Senate,31,DFL,28
2024,State Senate,31,DIST,28
2024,State Senate,31,R,28
2024,State Senate,32,DFL,32
2024,State Senate,32,DIST,32
2024,State Senate,32,R,32
2024,State Senate,33,DFL,27
2024,State Senate,33,DIST,27
2024,State Senate,33,R,27
2024,State Senate,34,DFL,25
2024,State Senate,34,DIST,25
2024,State Senate,34,R,25
2024,State Senate,35,DFL,30
2024,State Senate,35,DIST,30
2024,State Senate,35,R,30
2024,State Senate,36,DFL,29
2024,State Senate,36,DIST,29
2024,State Senate,36,R,29
2024,State Senate,37,DFL,23
2024,State Senate,37,DIST,23
2024,State Senate,37,R,23
2024,State Senate,38,DFL,21
2024,State Senate,38,DIST,21
2024,State Senate,38,R,21
2024,State Senate,39,DFL,30
2024,State Senate,39,DIST,30
2024,State Senate,39,R,30
2024,State Senate,4,DFL,68
2024,State Senate,4,DIST,68
2024,State Senate,4,R,68
2024,State Senate,40,DFL,26
2024,State Senate,40,DIST,26
2024,State Senate,40,R,26
2024,State Senate,41,DFL,32
2024,State Senate,41,DIST,32
2024,State Senate,41,R,32
2024,State Senate,42,DFL,22
2024,State Senate,42,DIST,22
2024,State Senate,42,R,22
2024,State Senate,43,DFL,26
2024,State Senate,43,DIST,26
2024,State Senate,43,R,26
2024,State Senate,44,DFL,27
2024,State Senate,44,DIST,27
2024,State Senate,44,R,27
2024,State Senate,45,DFL,38
2024,State Senate,45,DIST,38
2024,State Senate,45,R,38
2024,State Senate,46,DFL,22
2024,State Senate,46,DIST,22
2024,State Senate,46,R,22
2024,State Senate,47,DFL,19
2024,State Senate,47,DIST,19
2024,State Senate,47,R,19
2024,State Senate,48,DFL,26
2024,State Senate,48,DIST,26
2024,State Senate,48,R,26
2024,State Senate,49,DFL,29
2024,State Senate,49,DIST,29
2024,State Senate,49,R,29
2024,State Senate,5,DFL,143
2024,State Senate,5,DIST,143
2024,State Senate,5,R,143
2024,State Senate,50,DFL,28
2024,State Senate,50,DIST,28
2024,State Senate,50,R,28
2024,State Senate,51,DFL,26
2024,State Senate,51,DIST,26
2024,State Senate,51,R,26
2024,State Senate,52,DFL,25
2024,State Senate,52,DIST,25
2024,State Senate,52,R,25
2024,State Senate,53,DFL,29
2024,State Senate,53,DIST,29
2024,State Senate,53,R,29
2024,State Senate,54,DFL,33
2024,State Senate,54,DIST,33
2024,State Senate,54,R,33
2024,State Senate,55,DFL,23
2024,State Senate,55,DIST,23
2024,State Senate,55,R,23
2024,State Senate,56,DFL,24
2024,State Senate,56,DIST,24
2024,State Senate,56,R,24
2024,State Senate,57,DFL,23
2024,State Senate,57,DIST,23
2024,State Senate,57,R,23
2024,State Senate,58,DFL,45
2024,State Senate,58,DIST,45
2024,State Senate,58,R,45
2024,State Senate,59,DFL,24
2024,State Senate,59,DIST,24
2024,State Senate,59,R,24
2024,State Senate,6,DFL,80
2024,State Senate,6,DIST,80
2024,State Senate,6,R,80
2024,State Senate,60,DFL,25
2024,State Senate,60,DIST,25
2024,State Senate,60,R,25
2024,State Senate,61,DFL,29
2024,State Senate,61,DIST,29
2024,State Senate,61,R,29
2024,State Senate,62,DFL,26
2024,State Senate,62,DIST,26
2024,State Senate,62,R,26
2024,State Senate,63,DFL,31
2024,State Senate,63,DIST,31
2024,State Senate,63,R,31
2024,State Senate,64,DFL,24
2024,State Senate,64,DIST,24
2024,State Senate,64,R,24
2024,State Senate,65,DFL,24
2024,State Senate,65,DIST,24
2024,State Senate,65,R,24
2024,State Senate,66,DFL,24
2024,State Senate,66,DIST,24
2024,State Senate,66,R,24
2024,State Senate,67,DFL,23
2024,State Senate,67,DIST,23
2024,State Senate,67,R,23
2024,State Senate,7,DFL,127
2024,State Senate,7,DIST,127
2024,State Senate,7,R,127
2024,State Senate,8,DFL,33
2024,State Senate,8,DIST,33
2024,State Senate,8,R,33
2024,State Senate,9,DFL,183
2024,State Senate,9,DIST,183
2024,State Senate,9,R,183
2024,U.S. House,1,DFL,749
2024,U.S. House,1,R,749
2024,U.S. House,2,DFL,258
2024,U.S. House,2,R,258
2024,U.S. House,3,DFL,230
2024,U.S. House,3,R,230
2024,U.S. House,4,DFL,212
2024,U.S. House,4,R,212
2024,U.S. House,5,DFL,217
2024,U.S. House,5,R,217
2024,U.S. House,6,DFL,274
2024,U.S. House,6,R,274
2024,U.S. House,7,DFL,1329
2024,U.S. House,7,R,1329
2024,U.S. House,8,DFL,834
2024,U.S. House,8,R,834
