precinct_id,county,precinct_code,precinct_name,total_population,white_pop,black_pop,native_pop,asian_pop,pacific_pop,multiracial_pop,hispanic_pop,vap_18plus,white_vap,black_vap,native_vap,asian_vap,pacific_vap,multiracial_vap,hispanic_vap,white_vap_pct,black_vap_pct,native_vap_pct,asian_vap_pct,pacific_vap_pct,multiracial_vap_pct,hispanic_vap_pct
MURRAY - 000046,Murray,000046,Dovray,58,57,0,0,0,0,1,0,54,53,0,0,0,0,1,0,98.15,0.00,0.00,0.00,0.00,1.85,0.00
MURRAY - 000045,Murray,000045,Dovray Twp,133,131,1,0,0,0,1,1,110,108,1,0,0,0,1,0,98.18,0.91,0.00,0.00,0.00,0.91,0.00
MURRAY - 000050,Murray,000050,Ellsborough Twp,139,138,0,0,0,0,1,1,107,106,0,0,0,0,1,1,99.07,0.00,0.00,0.00,0.00,0.93,0.93
MURRAY - 000055,Murray,000055,Fenton Twp,146,144,0,1,0,0,1,1,118,116,0,1,0,0,1,0,98.31,0.00,0.85,0.00,0.00,0.85,0.00
MURRAY - 000060,Murray,000060,Fulda,1371,1155,4,12,89,0,74,118,1034,915,4,5,58,0,30,60,88.49,0.39,0.48,5.61,0.00,2.90,5.80
MURRAY - 000065,Murray,000065,Hadley,54,53,0,0,0,0,1,0,44,43,0,0,0,0,1,0,97.73,0.00,0.00,0.00,0.00,2.27,0.00
MURRAY - 000070,Murray,000070,Holly Twp,98,93,0,1,0,0,4,2,81,76,0,1,0,0,4,2,93.83,0.00,1.23,0.00,0.00,4.94,2.47
MURRAY - 000080,Murray,000080,Iona Twp,161,159,0,2,0,0,0,0,120,118,0,2,0,0,0,0,98.33,0.00,1.67,0.00,0.00,0.00,0.00
MURRAY - 000085,Murray,000085,Lake Sarah Twp,282,281,0,0,0,0,1,1,248,247,0,0,0,0,1,1,99.60,0.00,0.00,0.00,0.00,0.40,0.40
MURRAY - 000075,Murray,000075,Iona,166,157,0,1,0,0,6,3,123,119,0,1,0,0,1,3,96.75,0.00,0.81,0.00,0.00,0.81,2.44
MURRAY - 000090,Murray,000090,Lake Wilson,254,236,0,0,1,0,8,13,210,196,0,0,0,0,8,10,93.33,0.00,0.00,0.00,0.00,3.81,4.76
MURRAY - 000095,Murray,000095,Leeds Twp,189,176,0,0,1,0,10,7,153,144,0,0,0,0,7,7,94.12,0.00,0.00,0.00,0.00,4.58,4.58
MURRAY - 000100,Murray,000100,Lime Lake Twp,172,171,0,0,0,0,1,1,135,134,0,0,0,0,1,0,99.26,0.00,0.00,0.00,0.00,0.74,0.00
MURRAY - 000105,Murray,000105,Lowville Twp,154,148,0,0,1,0,5,3,113,110,0,0,1,0,2,1,97.35,0.00,0.00,0.88,0.00,1.77,0.88
MURRAY - 000110,Murray,000110,Mason Twp,276,272,1,1,0,0,2,2,217,215,0,0,0,0,2,1,99.08,0.00,0.00,0.00,0.00,0.92,0.46
MURRAY - 000115,Murray,000115,Moulton Twp,193,190,0,0,0,0,3,3,136,133,0,0,0,0,3,2,97.79,0.00,0.00,0.00,0.00,2.21,1.47
MURRAY - 000120,Murray,000120,Murray Twp,163,159,0,1,2,0,1,2,124,120,0,1,2,0,1,2,96.77,0.00,0.81,1.61,0.00,0.81,1.61
MURRAY - 000125,Murray,000125,Shetek Twp,310,294,0,0,0,0,15,1,278,264,0,0,0,0,13,0,94.96,0.00,0.00,0.00,0.00,4.68,0.00
MURRAY - 000130,Murray,000130,Skandia Twp,120,117,0,0,0,2,1,0,88,85,0,0,0,2,1,0,96.59,0.00,0.00,0.00,2.27,1.14,0.00
MURRAY - 000135,Murray,000135,Slayton,2008,1879,13,1,6,1,59,85,1568,1470,12,0,6,1,41,53,93.75,0.77,0.00,0.38,0.06,2.61,3.38
MURRAY - 000140,Murray,000140,Slayton Twp,273,262,1,0,1,0,9,4,217,213,0,0,1,0,3,2,98.16,0.00,0.00,0.46,0.00,1.38,0.92
YELLOW MEDICINE - 000005,Yellow Medicine,000005,Burton Twp,142,139,0,0,0,0,3,2,112,109,0,0,0,0,3,2,97.32,0.00,0.00,0.00,0.00,2.68,1.79
YELLOW MEDICINE - 000010,Yellow Medicine,000010,Canby,1695,1611,4,4,2,0,55,77,1297,1244,3,0,2,0,31,54,95.91,0.23,0.00,0.15,0.00,2.39,4.16
YELLOW MEDICINE - 000020,Yellow Medicine,000020,Clarkfield,852,717,1,17,3,0,51,95,622,553,1,13,0,0,25,49,88.91,0.16,2.09,0.00,0.00,4.02,7.88
YELLOW MEDICINE - 000130,Yellow Medicine,000130,Sandnes Twp,198,191,0,0,0,0,4,2,156,150,0,0,0,0,3,1,96.15,0.00,0.00,0.00,0.00,1.92,0.64
YELLOW MEDICINE - 000030,Yellow Medicine,000030,Echo Twp,133,124,0,2,0,0,7,5,111,102,0,2,0,0,7,5,91.89,0.00,1.80,0.00,0.00,6.31,4.50
YELLOW MEDICINE - 000025,Yellow Medicine,000025,Echo,243,213,5,6,3,0,14,6,189,167,3,6,2,0,9,5,88.36,1.59,3.17,1.06,0.00,4.76,2.65
YELLOW MEDICINE - 000035,Yellow Medicine,000035,Florida Twp,109,108,0,0,0,0,0,0,87,86,0,0,0,0,0,0,98.85,0.00,0.00,0.00,0.00,0.00,0.00
YELLOW MEDICINE - 000040,Yellow Medicine,000040,Fortier Twp,94,89,1,1,0,0,2,1,71,66,1,1,0,0,2,1,92.96,1.41,1.41,0.00,0.00,2.82,1.41
YELLOW MEDICINE - 000045,Yellow Medicine,000045,Friendship Twp,178,175,0,1,1,0,1,1,144,142,0,1,0,0,1,1,98.61,0.00,0.69,0.00,0.00,0.69,0.69
YELLOW MEDICINE - 000050,Yellow Medicine,000050,Granite Falls W-1,1791,1458,23,145,4,0,126,103,1420,1213,18,99,4,0,62,58,85.42,1.27,6.97,0.28,0.00,4.37,4.08
YELLOW MEDICINE - 000065,Yellow Medicine,000065,Hammer Twp,182,161,3,0,0,0,13,12,133,124,3,0,0,0,1,5,93.23,2.26,0.00,0.00,0.00,0.75,3.76
YELLOW MEDICINE - 000070,Yellow Medicine,000070,Hanley Falls,243,182,1,4,0,1,15,69,172,137,1,2,0,0,8,39,79.65,0.58,1.16,0.00,0.00,4.65,22.67
YELLOW MEDICINE - 000075,Yellow Medicine,000075,Hazel Run,55,40,0,0,0,0,12,7,42,32,0,0,0,0,8,3,76.19,0.00,0.00,0.00,0.00,19.05,7.14
YELLOW MEDICINE - 000080,Yellow Medicine,000080,Hazel Run Twp,196,182,0,1,1,0,12,2,141,134,0,1,1,0,5,1,95.04,0.00,0.71,0.71,0.00,3.55,0.71
YELLOW MEDICINE - 000085,Yellow Medicine,000085,Lisbon Twp,181,170,2,1,1,0,6,8,140,132,2,1,1,0,4,4,94.29,1.43,0.71,0.71,0.00,2.86,2.86
YELLOW MEDICINE - 000090,Yellow Medicine,000090,Minnesota Falls Twp,361,219,3,99,0,0,39,8,287,185,1,74,0,0,26,3,64.46,0.35,25.78,0.00,0.00,9.06,1.05
YELLOW MEDICINE - 000095,Yellow Medicine,000095,Norman Twp,238,229,0,0,0,0,9,4,178,173,0,0,0,0,5,2,97.19,0.00,0.00,0.00,0.00,2.81,1.12
YELLOW MEDICINE - 000100,Yellow Medicine,000100,Normania Twp,161,156,0,0,0,0,3,4,136,131,0,0,0,0,3,2,96.32,0.00,0.00,0.00,0.00,2.21,1.47
YELLOW MEDICINE - 000105,Yellow Medicine,000105,Omro Twp,127,126,0,0,0,0,1,0,97,96,0,0,0,0,1,0,98.97,0.00,0.00,0.00,0.00,1.03,0.00
YELLOW MEDICINE - 000110,Yellow Medicine,000110,Oshkosh Twp,190,184,1,0,0,0,4,1,153,149,0,0,0,0,3,1,97.39,0.00,0.00,0.00,0.00,1.96,0.65
YELLOW MEDICINE - 000115,Yellow Medicine,000115,Porter,166,160,0,1,0,0,1,4,138,135,0,1,0,0,0,2,97.83,0.00,0.72,0.00,0.00,0.00,1.45
YELLOW MEDICINE - 000120,Yellow Medicine,000120,Posen Twp,220,216,0,0,1,0,3,2,157,155,0,0,1,0,1,0,98.73,0.00,0.00,0.64,0.00,0.64,0.00
YELLOW MEDICINE - 000135,Yellow Medicine,000135,Sioux Agency Twp,240,228,0,0,3,0,7,4,185,179,0,0,3,0,1,2,96.76,0.00,0.00,1.62,0.00,0.54,1.08
YELLOW MEDICINE - 000140,Yellow Medicine,000140,Stony Run Twp,408,386,2,1,1,0,16,6,320,305,2,1,1,0,9,5,95.31,0.62,0.31,0.31,0.00,2.81,1.56
YELLOW MEDICINE - 000145,Yellow Medicine,000145,Swede Prairie Twp,132,125,0,1,0,0,3,6,97,91,0,1,0,0,3,5,93.81,0.00,1.03,0.00,0.00,3.09,5.15
YELLOW MEDICINE - 000150,Yellow Medicine,000150,Tyro Twp,147,143,0,1,0,0,3,0,123,119,0,1,0,0,3,0,96.75,0.00,0.81,0.00,0.00,2.44,0.00
YELLOW MEDICINE - 000155,Yellow Medicine,000155,Wergeland Twp,158,158,0,0,0,0,0,1,124,124,0,0,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0.00,0.00
YELLOW MEDICINE - 000160,Yellow Medicine,000160,Wood Lake,381,344,2,6,8,0,12,14,287,264,2,4,4,0,7,10,91.99,0.70,1.39,1.39,0.00,2.44,3.48
YELLOW MEDICINE - 000165,Yellow Medicine,000165,Wood Lake Twp,214,203,4,0,0,0,5,3,157,154,1,0,0,0,2,1,98.09,0.64,0.00,0.00,0.00,1.27,0.64
YELLOW MEDICINE - 000125,Yellow Medicine,000125,Saint Leo,93,87,1,0,0,0,4,1,73,70,1,0,0,0,2,0,95.89,1.37,0.00,0.00,0.00,2.74,0.00
WADENA - 000005,Wadena,000005,Aldrich,35,31,0,0,0,0,4,2,32,29,0,0,0,0,3,2,90.62,0.00,0.00,0.00,0.00,9.38,6.25
WADENA - 000010,Wadena,000010,Aldrich Twp,452,423,4,1,2,0,22,7,332,317,1,1,2,0,11,5,95.48,0.30,0.30,0.60,0.00,3.31,1.51
WADENA - 000015,Wadena,000015,Blueberry Twp,828,790,0,5,3,0,28,5,568,547,0,1,3,0,15,4,96.30,0.00,0.18,0.53,0.00,2.64,0.70
WADENA - 000020,Wadena,000020,Bullard Twp,190,180,0,0,0,0,10,3,150,140,0,0,0,0,10,0,93.33,0.00,0.00,0.00,0.00,6.67,0.00
WADENA - 000025,Wadena,000025,Huntersville Twp,101,94,1,0,1,0,5,2,89,83,1,0,1,0,4,1,93.26,1.12,0.00,1.12,0.00,4.49,1.12
WADENA - 000125,Wadena,000125,Wing River Twp,422,403,0,1,6,0,9,2,334,321,0,1,4,0,5,2,96.11,0.00,0.30,1.20,0.00,1.50,0.60
WADENA - 000032,Wadena,000032,Leaf River Twp P-2,245,230,3,1,1,0,8,9,186,174,2,1,0,0,7,5,93.55,1.08,0.54,0.00,0.00,3.76,2.69
WADENA - 000030,Wadena,000030,Leaf River Twp P-1,228,205,16,1,0,0,3,4,184,168,13,1,0,0,2,0,91.30,7.07,0.54,0.00,0.00,1.09,0.00
WADENA - 000035,Wadena,000035,Lyons Twp,186,177,1,0,2,0,5,5,151,147,0,0,2,0,1,3,97.35,0.00,0.00,1.32,0.00,0.66,1.99
WADENA - 000040,Wadena,000040,Meadow Twp,216,207,1,0,1,0,6,2,166,159,0,0,1,0,5,0,95.78,0.00,0.00,0.60,0.00,3.01,0.00
WADENA - 000045,Wadena,000045,Menahga,1340,1257,8,4,5,0,61,30,1024,972,5,1,2,0,41,18,94.92,0.49,0.10,0.20,0.00,4.00,1.76
WADENA - 000055,Wadena,000055,North Germany Twp,290,285,0,0,0,1,3,3,216,215,0,0,0,0,0,1,99.54,0.00,0.00,0.00,0.00,0.00,0.46
WADENA - 000060,Wadena,000060,Orton Twp,200,193,0,0,0,1,6,1,162,156,0,0,0,1,5,1,96.30,0.00,0.00,0.00,0.62,3.09,0.62
WADENA - 000065,Wadena,000065,Red Eye Twp,506,485,0,2,1,1,17,7,368,352,0,2,1,1,12,1,95.65,0.00,0.54,0.27,0.27,3.26,0.27
WADENA - 000070,Wadena,000070,Rockwood Twp,386,358,7,2,0,0,16,7,294,278,4,1,0,0,9,2,94.56,1.36,0.34,0.00,0.00,3.06,0.68
WADENA - 000075,Wadena,000075,Sebeka,741,699,2,3,2,0,34,5,545,527,2,3,1,0,11,4,96.70,0.37,0.55,0.18,0.00,2.02,0.73
WADENA - 000080,Wadena,000080,Shell River Twp,287,260,0,3,0,0,24,1,215,198,0,0,0,0,17,1,92.09,0.00,0.00,0.00,0.00,7.91,0.47
WADENA - 000085,Wadena,000085,Staples,868,809,5,6,4,1,34,19,679,633,5,2,3,1,26,17,93.23,0.74,0.29,0.44,0.15,3.83,2.50
WADENA - 000090,Wadena,000090,Thomastown Twp,824,791,3,2,4,1,22,17,627,607,1,2,3,0,13,12,96.81,0.16,0.32,0.48,0.00,2.07,1.91
WADENA - 000095,Wadena,000095,Verndale,511,482,3,0,1,1,22,11,372,354,1,0,0,0,15,8,95.16,0.27,0.00,0.00,0.00,4.03,2.15
WADENA - 000100,Wadena,000100,Wadena P-1,1508,1364,27,21,6,3,72,52,1126,1041,12,15,1,2,48,25,92.45,1.07,1.33,0.09,0.18,4.26,2.22
WADENA - 000105,Wadena,000105,Wadena P-2,1332,1194,22,9,16,1,70,41,970,877,19,7,12,1,41,21,90.41,1.96,0.72,1.24,0.10,4.23,2.16
WADENA - 000120,Wadena,000120,Wadena Twp,907,859,7,3,1,0,30,11,691,669,2,3,1,0,15,3,96.82,0.29,0.43,0.14,0.00,2.17,0.43
WADENA - 000110,Wadena,000110,Wadena P-3,1378,1271,21,9,9,1,61,27,1041,979,13,8,4,1,30,20,94.04,1.25,0.77,0.38,0.10,2.88,1.92
WADENA - 000050,Wadena,000050,Nimrod,84,81,0,0,0,1,1,0,68,65,0,0,0,1,1,0,95.59,0.00,0.00,0.00,1.47,1.47,0.00
DOUGLAS - 000007,Douglas,000007,Alexandria W-1 P-2,2345,2234,10,7,14,3,65,50,1911,1841,6,7,11,3,36,24,96.34,0.31,0.37,0.58,0.16,1.88,1.26
DOUGLAS - 000027,Douglas,000027,Alexandria W-5 P-2,2029,1820,24,14,28,0,110,95,1633,1470,22,7,19,0,84,68,90.02,1.35,0.43,1.16,0.00,5.14,4.16
DOUGLAS - 000010,Douglas,000010,Alexandria W-2,2657,2462,29,5,29,1,103,75,1991,1887,13,4,19,1,52,33,94.78,0.65,0.20,0.95,0.05,2.61,1.66
DOUGLAS - 000015,Douglas,000015,Alexandria W-3,3707,3344,74,20,30,2,179,165,2973,2735,45,18,25,2,105,108,91.99,1.51,0.61,0.84,0.07,3.53,3.63
DOUGLAS - 000020,Douglas,000020,Alexandria W-4,2792,2579,23,16,37,1,113,89,2328,2190,16,11,32,1,58,62,94.07,0.69,0.47,1.37,0.04,2.49,2.66
DOUGLAS - 000025,Douglas,000025,Alexandria W-5 P-1,281,252,14,2,0,0,7,10,196,172,14,1,0,0,4,6,87.76,7.14,0.51,0.00,0.00,2.04,3.06
DOUGLAS - 000005,Douglas,000005,Alexandria W-1 P-1,516,483,2,1,9,0,20,8,370,354,0,1,6,0,8,3,95.68,0.00,0.27,1.62,0.00,2.16,0.81
DOUGLAS - 000100,Douglas,000100,La Grand Twp,4279,4129,3,5,21,1,94,61,3341,3260,2,2,12,1,49,29,97.58,0.06,0.06,0.36,0.03,1.47,0.87
DOUGLAS - 000030,Douglas,000030,Alexandria Twp,2964,2824,9,14,11,1,92,40,2237,2150,5,13,4,1,56,21,96.11,0.22,0.58,0.18,0.04,2.50,0.94
DOUGLAS - 000035,Douglas,000035,Belle River Twp,341,328,3,0,0,0,9,4,268,261,2,0,0,0,5,1,97.39,0.75,0.00,0.00,0.00,1.87,0.37
DOUGLAS - 000040,Douglas,000040,Brandon City,501,472,1,2,0,0,24,8,380,369,1,2,0,0,6,5,97.11,0.26,0.53,0.00,0.00,1.58,1.32
DOUGLAS - 000045,Douglas,000045,Brandon Twp,763,738,0,1,2,0,18,9,604,590,0,1,2,0,9,5,97.68,0.00,0.17,0.33,0.00,1.49,0.83
DOUGLAS - 000050,Douglas,000050,Carlos City,497,468,1,1,0,0,25,14,372,360,0,1,0,0,9,9,96.77,0.00,0.27,0.00,0.00,2.42,2.42
DOUGLAS - 000055,Douglas,000055,Carlos Twp,2229,2144,10,4,12,0,54,21,1722,1665,8,4,8,0,33,9,96.69,0.46,0.23,0.46,0.00,1.92,0.52
DOUGLAS - 000060,Douglas,000060,Evansville City,603,582,3,1,1,0,16,6,461,449,3,1,1,0,7,4,97.40,0.65,0.22,0.22,0.00,1.52,0.87
DOUGLAS - 000065,Douglas,000065,Evansville Twp,222,217,1,0,0,0,3,5,173,170,1,0,0,0,2,3,98.27,0.58,0.00,0.00,0.00,1.16,1.73
DOUGLAS - 000075,Douglas,000075,Garfield,349,332,0,0,2,0,15,10,257,249,0,0,2,0,6,5,96.89,0.00,0.00,0.78,0.00,2.33,1.95
DOUGLAS - 000080,Douglas,000080,Holmes City Twp,799,765,4,1,4,0,22,5,655,631,4,0,3,0,16,2,96.34,0.61,0.00,0.46,0.00,2.44,0.31
DOUGLAS - 000085,Douglas,000085,Hudson Twp,944,923,1,3,1,0,13,2,759,743,0,3,1,0,9,2,97.89,0.00,0.40,0.13,0.00,1.19,0.26
DOUGLAS - 000090,Douglas,000090,Ida Twp,1404,1349,1,6,6,0,35,18,1096,1059,1,6,6,0,18,7,96.62,0.09,0.55,0.55,0.00,1.64,0.64
DOUGLAS - 000095,Douglas,000095,Kensington,266,253,0,0,4,0,6,3,218,207,0,0,2,0,6,2,94.95,0.00,0.00,0.92,0.00,2.75,0.92
DOUGLAS - 000105,Douglas,000105,Lake Mary Twp,1158,1118,4,5,3,0,25,3,911,886,1,1,3,0,17,1,97.26,0.11,0.11,0.33,0.00,1.87,0.11
DOUGLAS - 000110,Douglas,000110,Leaf Valley Twp,404,394,0,1,0,0,8,3,354,348,0,1,0,0,5,1,98.31,0.00,0.28,0.00,0.00,1.41,0.28
DOUGLAS - 000115,Douglas,000115,Lund Twp,346,331,0,3,0,0,8,6,276,266,0,3,0,0,4,3,96.38,0.00,1.09,0.00,0.00,1.45,1.09
DOUGLAS - 000125,Douglas,000125,Millerville Twp,417,413,0,0,0,0,3,3,282,281,0,0,0,0,1,1,99.65,0.00,0.00,0.00,0.00,0.35,0.35
DOUGLAS - 000130,Douglas,000130,Miltona City,431,413,0,1,2,0,12,8,320,315,0,0,0,0,5,5,98.44,0.00,0.00,0.00,0.00,1.56,1.56
DOUGLAS - 000135,Douglas,000135,Miltona Twp,914,905,0,0,2,0,7,4,752,747,0,0,0,0,5,1,99.34,0.00,0.00,0.00,0.00,0.66,0.13
DOUGLAS - 000140,Douglas,000140,Moe Twp,763,733,0,3,3,0,21,15,628,610,0,3,2,0,13,6,97.13,0.00,0.48,0.32,0.00,2.07,0.96
DOUGLAS - 000145,Douglas,000145,Nelson,182,163,1,2,0,0,14,8,146,135,0,2,0,0,7,4,92.47,0.00,1.37,0.00,0.00,4.79,2.74
DOUGLAS - 000150,Douglas,000150,Orange Twp,351,338,1,0,2,1,9,3,271,260,0,0,2,1,8,2,95.94,0.00,0.00,0.74,0.37,2.95,0.74
DOUGLAS - 000155,Douglas,000155,Osakis City,1630,1523,12,7,1,1,59,41,1216,1157,6,5,1,1,34,23,95.15,0.49,0.41,0.08,0.08,2.80,1.89
DOUGLAS - 000160,Douglas,000160,Osakis Twp,681,662,1,0,1,0,16,11,515,499,0,0,0,0,15,11,96.89,0.00,0.00,0.00,0.00,2.91,2.14
DOUGLAS - 000165,Douglas,000165,Solem Twp,232,220,0,1,0,0,6,4,176,171,0,1,0,0,1,2,97.16,0.00,0.57,0.00,0.00,0.57,1.14
DOUGLAS - 000170,Douglas,000170,Spruce Hill Twp,462,445,0,2,1,0,11,4,348,334,0,2,0,0,9,4,95.98,0.00,0.57,0.00,0.00,2.59,1.15
DOUGLAS - 000175,Douglas,000175,Urness Twp,277,267,2,1,0,0,6,3,224,217,2,1,0,0,3,2,96.88,0.89,0.45,0.00,0.00,1.34,0.89
DOUGLAS - 000070,Douglas,000070,Forada,170,166,1,0,1,0,2,1,145,142,1,0,1,0,1,1,97.93,0.69,0.00,0.69,0.00,0.69,0.69
DOUGLAS - 000120,Douglas,000120,Millerville City,100,98,0,0,1,0,1,0,71,70,0,0,0,0,1,0,98.59,0.00,0.00,0.00,0.00,1.41,0.00
ST. LOUIS - 000630,St. Louis,000630,Hibbing W-3 P-A,2693,2472,65,14,13,1,122,23,2087,1955,39,10,8,1,69,20,93.68,1.87,0.48,0.38,0.05,3.31,0.96
GOODHUE - 000010,Goodhue,000010,Belle Creek Twp,517,501,2,0,1,0,10,5,371,361,1,0,1,0,5,3,97.30,0.27,0.00,0.27,0.00,1.35,0.81
GOODHUE - 000015,Goodhue,000015,Belvidere Twp,478,453,0,0,0,0,12,15,353,336,0,0,0,0,7,12,95.18,0.00,0.00,0.00,0.00,1.98,3.40
GOODHUE - 000025,Goodhue,000025,Cannon Falls P-2,2066,1937,4,6,14,2,83,54,1675,1587,4,6,10,2,51,34,94.75,0.24,0.36,0.60,0.12,3.04,2.03
GOODHUE - 000020,Goodhue,000020,Cannon Falls P-1,2154,1986,5,11,20,2,101,46,1654,1550,5,4,12,2,59,28,93.71,0.30,0.24,0.73,0.12,3.57,1.69
GOODHUE - 000030,Goodhue,000030,Cannon Falls Twp,1028,974,5,2,6,0,31,12,830,793,5,2,5,0,18,8,95.54,0.60,0.24,0.60,0.00,2.17,0.96
GOODHUE - 000035,Goodhue,000035,Cherry Grove Twp,382,368,0,2,0,0,11,4,298,291,0,0,0,0,6,2,97.65,0.00,0.00,0.00,0.00,2.01,0.67
GOODHUE - 000040,Goodhue,000040,Dennison,209,197,0,0,0,0,10,1,149,142,0,0,0,0,5,0,95.30,0.00,0.00,0.00,0.00,3.36,0.00
GOODHUE - 000045,Goodhue,000045,Featherstone Twp,745,711,3,5,1,1,24,9,583,566,3,4,1,1,8,5,97.08,0.51,0.69,0.17,0.17,1.37,0.86
GOODHUE - 000050,Goodhue,000050,Florence Twp,1555,1487,2,3,8,1,39,29,1278,1224,2,2,7,0,31,21,95.77,0.16,0.16,0.55,0.00,2.43,1.64
GOODHUE - 000055,Goodhue,000055,Goodhue,1250,1039,1,9,5,0,88,191,828,708,1,9,5,0,40,109,85.51,0.12,1.09,0.60,0.00,4.83,13.16
GOODHUE - 000060,Goodhue,000060,Goodhue Twp,542,511,3,3,0,0,19,18,397,381,1,1,0,0,10,9,95.97,0.25,0.25,0.00,0.00,2.52,2.27
GOODHUE - 000065,Goodhue,000065,Hay Creek Twp,947,884,3,8,2,0,49,23,763,715,2,7,1,0,37,19,93.71,0.26,0.92,0.13,0.00,4.85,2.49
GOODHUE - 000070,Goodhue,000070,Holden Twp,383,368,1,0,1,0,12,3,334,321,1,0,1,0,11,2,96.11,0.30,0.00,0.30,0.00,3.29,0.60
GOODHUE - 000075,Goodhue,000075,Kenyon,1894,1657,24,9,4,0,133,159,1459,1303,15,8,2,0,81,108,89.31,1.03,0.55,0.14,0.00,5.55,7.40
GOODHUE - 000080,Goodhue,000080,Kenyon Twp,388,377,3,0,0,0,6,9,293,290,0,0,0,0,1,3,98.98,0.00,0.00,0.00,0.00,0.34,1.02
GOODHUE - 000085,Goodhue,000085,Lake City,892,833,4,7,4,0,34,16,770,732,3,6,3,0,23,5,95.06,0.39,0.78,0.39,0.00,2.99,0.65
GOODHUE - 000090,Goodhue,000090,Leon Twp,956,880,5,4,7,2,41,25,739,686,5,4,6,1,25,19,92.83,0.68,0.54,0.81,0.14,3.38,2.57
GOODHUE - 000095,Goodhue,000095,Minneola Twp,627,597,2,1,7,0,15,7,488,472,1,1,7,0,7,4,96.72,0.20,0.20,1.43,0.00,1.43,0.82
GOODHUE - 000100,Goodhue,000100,Pine Island,2884,2609,68,8,36,1,146,63,2114,1934,43,1,31,1,92,45,91.49,2.03,0.05,1.47,0.05,4.35,2.13
GOODHUE - 000105,Goodhue,000105,Pine Island Twp,577,536,1,3,2,0,33,7,440,418,0,0,2,0,18,2,95.00,0.00,0.00,0.45,0.00,4.09,0.45
GOODHUE - 000115,Goodhue,000115,Red Wing W-1 P-2,2210,1838,16,162,12,2,131,110,1682,1446,9,118,9,2,64,66,85.97,0.54,7.02,0.54,0.12,3.80,3.92
GOODHUE - 000110,Goodhue,000110,Red Wing W-1 P-1,2055,1825,56,16,23,1,93,57,1690,1542,39,15,19,1,52,37,91.24,2.31,0.89,1.12,0.06,3.08,2.19
GOODHUE - 000155,Goodhue,000155,Red Wing W-4 P-1,2593,2077,154,50,27,5,167,199,2089,1738,106,37,23,1,105,124,83.20,5.07,1.77,1.10,0.05,5.03,5.94
GOODHUE - 000125,Goodhue,000125,Red Wing W-2 P-1,2088,1792,68,33,17,3,103,130,1672,1475,39,26,12,2,61,99,88.22,2.33,1.56,0.72,0.12,3.65,5.92
GOODHUE - 000140,Goodhue,000140,Red Wing W-3 P-1,2156,1927,52,16,17,1,106,105,1702,1553,41,12,11,1,66,63,91.25,2.41,0.71,0.65,0.06,3.88,3.70
GOODHUE - 000160,Goodhue,000160,Red Wing W-4 P-2,1688,1445,28,23,39,1,94,95,1264,1121,13,11,22,1,52,60,88.69,1.03,0.87,1.74,0.08,4.11,4.75
GOODHUE - 000130,Goodhue,000130,Red Wing W-2 P-2,1894,1670,34,16,16,1,102,108,1505,1372,22,7,15,1,57,64,91.16,1.46,0.47,1.00,0.07,3.79,4.25
GOODHUE - 000145,Goodhue,000145,Red Wing W-3 P-2,1863,1603,82,41,15,2,91,58,1397,1273,44,22,12,2,34,23,91.12,3.15,1.57,0.86,0.14,2.43,1.65
GOODHUE - 000170,Goodhue,000170,Roscoe Twp,744,725,0,0,3,0,11,3,579,565,0,0,3,0,6,3,97.58,0.00,0.00,0.52,0.00,1.04,0.52
WATONWAN - 000005,Watonwan,000005,Adrian Twp,130,126,0,0,0,0,4,4,106,105,0,0,0,0,1,1,99.06,0.00,0.00,0.00,0.00,0.94,0.94
WATONWAN - 000010,Watonwan,000010,Antrim Twp,266,254,0,0,1,0,9,6,184,178,0,0,1,0,4,1,96.74,0.00,0.00,0.54,0.00,2.17,0.54
WATONWAN - 000020,Watonwan,000020,Butterfield Twp,200,197,0,0,1,0,2,3,161,158,0,0,1,0,2,3,98.14,0.00,0.00,0.62,0.00,1.24,1.86
WATONWAN - 000015,Watonwan,000015,Butterfield,601,310,1,6,40,0,41,269,418,241,1,6,26,0,22,153,57.66,0.24,1.44,6.22,0.00,5.26,36.60
WATONWAN - 000030,Watonwan,000030,Fieldon Twp,207,202,0,0,3,0,2,0,153,150,0,0,3,0,0,0,98.04,0.00,0.00,1.96,0.00,0.00,0.00
WATONWAN - 000045,Watonwan,000045,Long Lake Twp,339,323,0,0,2,0,9,12,271,262,0,0,2,0,3,4,96.68,0.00,0.00,0.74,0.00,1.11,1.48
WATONWAN - 000135,Watonwan,000135,South Branch Twp,249,233,1,1,1,0,12,10,190,182,0,1,1,0,5,3,95.79,0.00,0.53,0.53,0.00,2.63,1.58
WATONWAN - 000040,Watonwan,000040,Lewisville,204,189,0,0,0,0,5,14,166,155,0,0,0,0,4,11,93.37,0.00,0.00,0.00,0.00,2.41,6.63
WATONWAN - 000035,Watonwan,000035,La Salle,79,73,2,0,0,0,4,6,57,54,1,0,0,0,2,3,94.74,1.75,0.00,0.00,0.00,3.51,5.26
WATONWAN - 000050,Watonwan,000050,Madelia,2396,1725,20,16,8,0,264,783,1760,1337,16,10,8,0,143,485,75.97,0.91,0.57,0.45,0.00,8.12,27.56
